Date,DAX,Dow Jones,NASDAQ Composite,S&P 500
2015-08-12,11151.72,17382.93,4994.52,2081.1
2015-08-13,11098.17,17401.64,5050.94,2086.19
2015-08-14,11010.5,17410.12,5025.92,2083.15
2015-08-17,11044.75,17472.66,5032.34,2089.7
2015-08-18,10916.71,17537.3,5082.18,2101.99
2015-08-19,10819.85,17508.74,5039.03,2095.69
2015-08-20,10593.28,17345.32,4973.49,2076.61
2015-08-21,10228.7,16990.69,4801.04,2034.08
2015-08-24,9805.72,16459.75,4351.61,1965.15
2015-08-25,9816.59,15882.27,4687.27,1898.08
2015-08-26,9956.85,15676.26,4633.51,1872.75
2015-08-27,10271.33,16285.51,4761.05,1942.77
2015-08-28,10335.92,16649.42,4792.11,1986.06
2015-08-31,10200.98,16632.02,4798.68,1986.73
2015-09-01,10073.74,16528.03,4673.61,1970.09
2015-09-02,10060.31,16058.35,4704.42,1916.52
2015-09-03,10161.36,16364.34,4763.1,1950.79
2015-09-04,10216.17,16371.76,4670.35,1947.76
2015-09-07,10148.8,16371.76,4670.35,1947.76
2015-09-08,10198.6,16109.93,4769.72,1927.3
2015-09-09,10489.29,16505.04,4856.27,1971.45
2015-09-10,10216.02,16252.57,4749.96,1941.59
2015-09-11,10243.4,16330.4,4770.73,1951.45
2015-09-14,10112.9,16450.86,4831.98,1963.06
2015-09-15,10154.76,16382.58,4819.32,1955.1
2015-09-16,10288.39,16599.51,4860.44,1978.02
2015-09-17,10269.32,16738.08,4884.11,1995.33
2015-09-18,10177.58,16674.74,4828.71,1989.66
2015-09-21,9837.13,16406.1,4851.98,1960.84
2015-09-22,9974.41,16477.45,4762.29,1961.39
2015-09-23,9578.1,16332.81,4764.69,1943.24
2015-09-24,9599.91,16257.11,4717.89,1934.81
2015-09-25,9594.53,16205.07,4782.41,1935.93
2015-09-28,9633.68,16313.26,4665.06,1929.18
2015-09-29,9346.04,16001.76,4551.04,1881.9
2015-09-30,9674.61,16057.08,4574.38,1887.14
2015-10-01,9757.04,16278.62,4624.46,1919.65
2015-10-02,9606.59,16258.25,4566.13,1921.77
2015-10-05,9691.65,16502.1,4742.13,1954.33
2015-10-06,9804.42,16774.02,4767.63,1986.63
2015-10-07,9968.56,16805.42,4775.05,1982.34
2015-10-08,9942.78,16904.17,4775.06,1994.01
2015-10-09,10100.78,17054.69,4817.28,2013.73
2015-10-12,10128.49,17082.29,4839.79,2015.65
2015-10-13,10106.67,17113.55,4809.24,2015.0
2015-10-14,9948.49,17079.08,4801.35,2003.66
2015-10-15,9999.64,16944.86,4799.43,1996.47
2015-10-16,10128.81,17141.75,4872.36,2024.37
2015-10-19,10084.61,17209.43,4873.54,2031.73
2015-10-20,10174.8,17228.47,4900.02,2033.13
2015-10-21,10185.42,17225.93,4903.98,2033.47
2015-10-22,10213.01,17180.88,4875.96,2021.88
2015-10-23,10610.33,17525.11,5024.38,2058.19
2015-10-26,10791.18,17649.57,5030.8,2075.08
2015-10-27,10761.37,17608.89,5018.99,2068.75
2015-10-28,10728.16,17586.69,5040.38,2066.48
2015-10-29,10867.19,17771.5,5071.04,2088.35
2015-10-30,10842.52,17756.6,5079.76,2090.0
2015-11-02,10749.98,17672.62,5065.64,2080.76
2015-11-03,10945.35,17819.74,5114.31,2102.63
2015-11-04,10957.06,17929.58,5155.62,2110.6
2015-11-05,10847.5,17871.25,5144.15,2101.68
2015-11-06,10872.98,17855.22,5124.04,2098.6
2015-11-09,10993.24,17900.78,5128.94,2096.56
2015-11-10,10846.96,17724.13,5068.55,2077.19
2015-11-11,10843.68,17769.5,5098.12,2083.41
2015-11-12,10895.74,17691.93,5043.1,2072.29
2015-11-13,10764.57,17439.25,4980.86,2044.64
2015-11-16,10609.14,17229.94,4916.14,2022.08
2015-11-17,10810.92,17486.99,4991.71,2053.67
2015-11-18,10901.74,17485.49,5004.6,2051.99
2015-11-19,11061.88,17739.83,5078.68,2083.7
2015-11-20,11123.81,17732.75,5096.96,2082.82
2015-11-23,11105.92,17823.61,5106.72,2089.41
2015-11-24,11064.78,17770.9,5070.66,2084.42
2015-11-25,10958.4,17820.81,5106.87,2089.3
2015-11-26,11180.94,17820.81,5106.87,2089.3
2015-11-27,11277.91,17806.04,5121.93,2088.82
2015-11-30,11268.31,17802.84,5139.58,2090.95
2015-12-01,11422.47,17719.72,5129.64,2082.93
2015-12-02,11301.51,17883.14,5158.82,2101.71
2015-12-03,11173.79,17741.57,5143.15,2080.71
2015-12-04,10770.16,17482.68,5050.93,2051.24
2015-12-07,10832.42,17845.49,5139.46,2090.42
2015-12-08,10872.68,17703.99,5050.52,2073.39
2015-12-09,10719.7,17558.18,5077.21,2061.17
2015-12-10,10547.52,17493.17,5026.3,2047.93
2015-12-11,10572.86,17574.75,4979.77,2047.27
2015-12-14,10406.71,17277.11,4932.61,2013.37
2015-12-15,10239.8,17374.78,4991.21,2025.55
2015-12-16,10476.06,17530.85,5033.48,2046.5
2015-12-17,10685.3,17756.54,5087.17,2073.76
2015-12-18,10639.98,17495.04,4982.58,2040.81
2015-12-21,10607.2,17154.94,4957.53,2010.27
2015-12-22,10598.19,17253.55,4988.68,2023.15
2015-12-23,10623.56,17427.63,5025.55,2042.2
2015-12-24,10623.56,17593.26,5046.19,2063.52
2015-12-28,10748.37,17535.66,5032.29,2057.77
2015-12-29,10744.96,17547.37,5066.52,2060.54
2015-12-30,10855.17,17711.94,5101.18,2077.34
2015-12-31,10855.17,17590.66,5047.04,2060.59
2016-01-04,10485.81,17405.48,4897.65,2038.2
2016-01-05,10373.27,17147.5,4917.84,2013.78
2016-01-06,10288.68,17154.83,4813.76,2011.71
2016-01-07,10144.17,16888.36,4736.4,1985.32
2016-01-08,10010.47,16519.17,4722.02,1945.97
2016-01-11,9814.04,16358.71,4673.44,1926.12
2016-01-12,9832.82,16419.11,4681.54,1927.83
2016-01-13,10112.35,16526.63,4706.02,1940.34
2016-01-14,9836.85,16159.01,4545.37,1891.68
2016-01-15,9778.36,16354.33,4464.37,1916.68
2016-01-18,9542.6,16354.33,4464.37,1916.68
2016-01-19,9722.64,16009.45,4548.05,1888.66
2016-01-20,9430.13,15989.45,4405.22,1876.18
2016-01-21,9400.69,15768.87,4480.7,1861.46
2016-01-22,9762.55,15921.1,4557.39,1877.4
2016-01-25,9790.44,16086.46,4574.6,1906.28
2016-01-26,9599.56,15893.16,4537.04,1878.79
2016-01-27,9781.42,16168.74,4548.87,1902.52
2016-01-28,9826.28,15960.28,4533.81,1885.22
2016-01-29,9772.58,16090.26,4512.09,1894.0
2016-02-01,9823.73,16453.63,4587.59,1936.94
2016-02-02,9721.18,16420.21,4588.69,1935.26
2016-02-03,9541.53,16186.2,4543.82,1907.07
2016-02-04,9522.67,16329.67,4492.48,1911.67
2016-02-05,9375.29,16417.95,4491.48,1913.07
2016-02-08,9329.87,16147.51,4288.02,1873.25
2016-02-09,8980.71,16005.41,4224.87,1848.46
2016-02-10,8937.98,16035.61,4318.28,1857.1
2016-02-11,8887.89,15897.82,4218.81,1847.0
2016-02-12,8854.4,15691.62,4307.29,1833.4
2016-02-15,9163.54,15691.62,4307.29,1833.4
2016-02-16,9242.75,16012.39,4397.95,1871.44
2016-02-17,9174.28,16217.98,4471.66,1898.8
2016-02-18,9428.01,16483.76,4548.1,1927.57
2016-02-19,9420.51,16410.96,4464.67,1916.74
2016-02-22,9481.37,16417.13,4548.31,1924.44
2016-02-23,9503.12,16610.39,4550.05,1942.38
2016-02-24,9396.48,16418.84,4453.93,1917.56
2016-02-25,9277.02,16504.38,4554.73,1931.87
2016-02-26,9454.52,16712.7,4615.14,1954.95
2016-02-29,9424.93,16634.15,4585.3,1947.13
2016-03-01,9482.66,16545.67,4596.01,1937.09
2016-03-02,9780.84,16851.17,4683.8,1976.6
2016-03-03,9807.06,16896.17,4698.38,1985.6
2016-03-04,9800.86,16945.0,4715.77,1994.01
2016-03-07,9764.08,16991.29,4690.88,1996.11
2016-03-08,9688.47,17050.67,4676.22,1996.88
2016-03-09,9700.16,16969.17,4666.42,1981.44
2016-03-10,9697.64,17006.05,4691.2,1990.97
2016-03-11,9672.05,17014.99,4712.38,1994.71
2016-03-14,9948.21,17207.49,4733.39,2019.27
2016-03-15,9941.46,17217.15,4731.14,2015.27
2016-03-16,9971.04,17249.34,4717.88,2014.24
2016-03-17,10051.69,17321.38,4752.62,2026.9
2016-03-18,9905.67,17481.49,4784.63,2041.16
2016-03-21,9893.26,17589.7,4787.31,2047.88
2016-03-22,9836.28,17602.71,4783.6,2048.64
2016-03-23,10046.94,17588.81,4813.87,2048.55
2016-03-24,9974.6,17485.33,4743.36,2032.48
2016-03-28,9974.6,17526.08,4785.25,2037.89
2016-03-29,9900.88,17512.58,4756.55,2035.75
2016-03-30,9951.68,17652.36,4875.46,2058.27
2016-03-31,9997.44,17716.05,4869.57,2063.77
2016-04-01,9833.26,17661.74,4842.55,2056.62
2016-04-04,9789.77,17799.39,4911.22,2073.19
2016-04-05,9647.81,17718.03,4855.9,2062.5
2016-04-06,9582.46,17605.45,4849.57,2045.56
2016-04-07,9648.55,17687.28,4893.57,2063.01
2016-04-08,9576.4,17555.39,4883.99,2045.54
2016-04-11,9595.56,17586.48,4873.39,2050.23
2016-04-12,9716.75,17571.34,4838.81,2043.72
2016-04-13,9901.13,17741.66,4904.79,2065.92
2016-04-14,10042.28,17912.25,4947.62,2082.89
2016-04-15,10063.89,17925.95,4938.83,2083.1
2016-04-18,9933.7,17890.2,4919.36,2078.83
2016-04-19,10170.18,18012.1,4968.3,2096.05
2016-04-20,10312.64,18059.49,4941.99,2101.52
2016-04-21,10456.99,18092.84,4949.12,2102.09
2016-04-22,10377.22,17985.05,4898.24,2091.49
2016-04-25,10379.16,17990.94,4891.48,2089.37
2016-04-26,10359.77,17987.38,4903.81,2089.84
2016-04-27,10283.1,17996.14,4855.38,2092.33
2016-04-28,10222.11,18023.88,4857.6,2090.93
2016-04-29,10235.47,17813.09,4805.79,2071.82
2016-05-02,10091.17,17783.78,4786.55,2067.17
2016-05-03,10052.55,17870.75,4780.88,2077.18
2016-05-04,9925.25,17735.02,4735.28,2060.3
2016-05-05,9849.7,17664.48,4742.42,2052.95
2016-05-06,9805.39,17650.3,4695.9,2047.77
2016-05-09,9929.19,17743.85,4736.35,2057.55
2016-05-10,10057.53,17726.66,4768.91,2062.63
2016-05-11,10055.4,17919.03,4799.3,2083.29
2016-05-12,9899.9,17722.01,4778.19,2067.17
2016-05-13,9794.83,17711.12,4731.07,2062.5
2016-05-16,9794.83,17531.76,4728.86,2046.53
2016-05-17,10016.79,17701.46,4768.85,2065.04
2016-05-18,9828.05,17501.28,4705.78,2044.38
2016-05-19,9847.64,17514.16,4717.36,2044.21
2016-05-20,9878.49,17437.32,4729.44,2041.88
2016-05-23,9891.38,17507.04,4771.57,2052.23
2016-05-24,9798.94,17525.19,4792.85,2052.65
2016-05-25,10143.37,17735.09,4877.18,2078.93
2016-05-26,10213.87,17859.52,4897.78,2091.44
2016-05-27,10257.91,17826.85,4904.05,2090.06
2016-05-30,10293.43,17826.85,4904.05,2090.06
2016-05-31,10356.14,17891.5,4938.48,2100.13
2016-06-01,10242.78,17754.55,4928.97,2093.94
2016-06-02,10199.2,17789.05,4941.25,2097.71
2016-06-03,10237.58,17799.8,4958.1,2104.07
2016-06-06,10105.09,17825.69,4950.46,2100.83
2016-06-07,10196.17,17936.22,4972.14,2110.18
2016-06-08,10246.49,17931.91,4970.01,2112.71
2016-06-09,10184.48,17969.98,4954.15,2115.65
2016-06-10,10024.69,17938.82,4915.15,2109.57
2016-06-13,9715.78,17830.5,4868.51,2091.75
2016-06-14,9595.17,17710.77,4836.67,2076.65
2016-06-15,9589.47,17703.65,4855.08,2077.6
2016-06-16,9480.43,17602.23,4809.69,2066.36
2016-06-17,9620.92,17733.44,4835.02,2078.2
2016-06-20,9850.59,17736.87,4856.69,2075.58
2016-06-21,9943.84,17827.33,4845.09,2085.19
2016-06-22,10084.74,17832.67,4846.68,2089.75
2016-06-23,10122.47,17844.11,4872.19,2092.8
2016-06-24,9237.62,17946.63,4715.8,2103.81
2016-06-27,9516.92,17355.21,4664.43,2031.45
2016-06-28,9458.38,17190.51,4643.93,2006.67
2016-06-29,9557.69,17456.02,4732.93,2042.69
2016-06-30,9566.07,17712.76,4793.75,2073.17
2016-07-01,9742.84,17924.24,4837.18,2099.34
2016-07-04,9797.66,17924.24,4837.18,2099.34
2016-07-05,9656.05,17904.45,4837.06,2095.05
2016-07-06,9449.57,17807.47,4799.32,2084.43
2016-07-07,9437.47,17924.24,4867.47,2100.42
2016-07-08,9392.2,17971.22,4906.66,2106.97
2016-07-11,9744.8,18161.53,4976.54,2131.72
2016-07-12,9850.4,18259.12,5017.99,2139.5
2016-07-13,9941.99,18356.78,5036.32,2153.81
2016-07-14,10058.49,18414.3,5041.95,2157.88
2016-07-15,10031.18,18508.88,5041.19,2165.13
2016-07-18,10079.03,18521.55,5034.99,2162.04
2016-07-19,10038.95,18503.12,5038.22,2163.79
2016-07-20,10054.54,18582.7,5061.6,2166.1
2016-07-21,10195.4,18589.96,5093.97,2172.91
2016-07-22,10130.51,18524.15,5078.12,2166.47
2016-07-25,10155.2,18554.49,5096.99,2173.71
2016-07-26,10199.66,18497.37,5095.61,2168.97
2016-07-27,10314.43,18473.27,5143.84,2169.81
2016-07-28,10309.92,18461.01,5144.82,2166.05
2016-07-29,10320.82,18442.52,5162.15,2168.83
2016-08-01,10426.36,18434.5,5167.42,2173.15
2016-08-02,10328.87,18401.15,5177.53,2169.94
2016-08-03,10150.13,18313.08,5133.24,2156.81
2016-08-04,10237.08,18351.43,5158.02,2163.51
2016-08-05,10242.88,18402.8,5190.71,2168.79
2016-08-08,10407.5,18540.65,5223.54,2183.76
2016-08-09,10438.6,18538.05,5216.21,2182.24
2016-08-10,10676.9,18541.48,5227.95,2182.81
2016-08-11,10687.57,18519.08,5222.15,2177.97
2016-08-12,10718.33,18595.65,5219.66,2183.74
2016-08-15,10719.14,18588.59,5242.18,2186.08
2016-08-16,10666.72,18614.48,5247.96,2186.24
2016-08-17,10694.55,18537.09,5228.44,2177.84
2016-08-18,10613.08,18566.54,5226.45,2181.9
2016-08-19,10613.23,18585.17,5229.87,2184.24
2016-08-22,10528.88,18535.86,5231.46,2181.58
2016-08-23,10542.95,18568.94,5265.78,2187.81
2016-08-24,10531.14,18537.5,5254.42,2185.09
2016-08-25,10576.56,18471.21,5207.61,2173.29
2016-08-26,10512.21,18467.92,5219.05,2175.1
2016-08-29,10503.88,18421.29,5223.8,2170.19
2016-08-30,10588.71,18491.28,5229.88,2179.45
2016-08-31,10627.18,18436.7,5216.42,2173.56
2016-09-01,10622.33,18396.57,5218.28,2171.33
2016-09-02,10570.7,18466.01,5249.66,2177.49
2016-09-05,10712.17,18466.01,5249.66,2177.49
2016-09-06,10704.89,18493.4,5259.99,2181.61
2016-09-07,10706.86,18527.71,5274.23,2185.17
2016-09-08,10749.82,18486.69,5269.96,2182.76
2016-09-09,10641.81,18404.17,5217.95,2169.08
2016-09-12,10380.46,18028.95,5098.03,2120.86
2016-09-13,10483.07,18262.99,5181.14,2150.47
2016-09-14,10410.3,18073.39,5160.21,2127.86
2016-09-15,10360.84,18024.91,5178.1,2125.36
2016-09-16,10403.67,18217.21,5238.71,2146.48
2016-09-19,10349.87,18154.82,5263.55,2143.99
2016-09-20,10374.68,18175.36,5256.19,2145.94
2016-09-21,10496.43,18164.96,5263.65,2144.58
2016-09-22,10518.53,18343.76,5323.26,2170.94
2016-09-23,10662.49,18377.36,5327.43,2173.29
2016-09-26,10555.19,18217.76,5275.73,2158.54
2016-09-27,10451.4,18099.21,5254.18,2146.04
2016-09-28,10425.89,18240.22,5312.73,2161.85
2016-09-29,10545.6,18322.88,5311.31,2168.9
2016-09-30,10240.69,18181.8,5288.87,2156.51
2016-10-03,10240.69,18279.6,5300.29,2164.33
2016-10-04,10492.97,18267.68,5313.49,2163.37
2016-10-05,10535.62,18205.5,5305.28,2155.15
2016-10-06,10641.13,18280.42,5306.59,2158.22
2016-10-07,10549.69,18295.35,5314.92,2164.19
2016-10-10,10496.01,18282.95,5318.46,2160.39
2016-10-11,10600.94,18308.43,5321.82,2161.35
2016-10-12,10572.72,18132.63,5247.91,2137.67
2016-10-13,10425.79,18088.32,5200.3,2130.26
2016-10-14,10450.06,18177.35,5241.26,2139.68
2016-10-17,10544.69,18135.85,5213.69,2132.95
2016-10-18,10560.14,18145.06,5255.32,2138.31
2016-10-19,10626.99,18178.21,5240.33,2140.81
2016-10-20,10665.75,18161.87,5238.2,2142.51
2016-10-21,10710.51,18152.63,5238.65,2139.43
2016-10-24,10743.87,18197.14,5290.31,2148.5
2016-10-25,10786.25,18206.52,5306.47,2149.72
2016-10-26,10726.22,18103.8,5256.4,2136.97
2016-10-27,10691.86,18234.81,5272.19,2144.06
2016-10-28,10634.99,18193.79,5203.7,2132.23
2016-10-31,10658.67,18176.6,5205.09,2129.78
2016-11-01,10724.14,18158.24,5199.77,2128.68
2016-11-02,10443.52,18017.72,5147.27,2109.43
2016-11-03,10341.86,17978.75,5104.7,2098.8
2016-11-04,10281.87,17928.35,5034.41,2083.79
2016-11-07,10410.56,17994.64,5128.99,2100.59
2016-11-08,10449.52,18251.38,5154.99,2129.92
2016-11-09,10181.89,18317.26,5143.86,2131.56
2016-11-10,10710.04,18603.14,5283.48,2167.49
2016-11-11,10702.88,18781.65,5191.82,2162.71
2016-11-14,10750.62,18876.77,5246.33,2165.64
2016-11-15,10720.93,18858.21,5241.35,2168.29
2016-11-16,10726.34,18909.85,5253.73,2177.53
2016-11-17,10640.36,18866.22,5295.07,2178.61
2016-11-18,10735.05,18905.33,5340.97,2186.85
2016-11-21,10697.95,18898.68,5336.78,2186.43
2016-11-22,10745.67,18970.39,5384.75,2201.56
2016-11-23,10718.89,19015.52,5366.55,2198.55
2016-11-24,10689.16,19015.52,5366.55,2198.55
2016-11-25,10700.17,19093.72,5388.49,2206.27
2016-11-28,10655.92,19122.14,5387.92,2210.21
2016-11-29,10562.15,19064.07,5370.98,2200.76
2016-11-30,10615.79,19135.64,5391.35,2204.97
2016-12-01,10593.06,19149.2,5323.88,2200.17
2016-12-02,10436.48,19161.25,5249.02,2191.12
2016-12-05,10494.64,19244.35,5283.58,2200.65
2016-12-06,10685.0,19219.91,5317.74,2207.26
2016-12-07,10885.05,19241.99,5322.67,2210.72
2016-12-08,11035.76,19559.94,5394.15,2241.13
2016-12-09,11170.18,19631.35,5436.11,2249.73
2016-12-12,11198.42,19770.2,5428.22,2258.83
2016-12-13,11194.67,19852.21,5433.57,2263.32
2016-12-14,11254.47,19876.13,5465.69,2268.35
2016-12-15,11267.03,19811.5,5443.51,2253.77
2016-12-16,11368.64,19909.01,5467.82,2266.81
2016-12-19,11384.03,19836.66,5441.2,2259.24
2016-12-20,11415.3,19920.59,5473.53,2266.5
2016-12-21,11445.23,19968.97,5482.63,2270.54
2016-12-22,11444.41,19922.68,5472.01,2262.93
2016-12-23,11477.23,19908.61,5441.76,2260.25
2016-12-27,11457.91,19943.46,5470.76,2266.23
2016-12-28,11469.45,19964.31,5497.44,2270.23
2016-12-29,11411.36,19835.46,5437.51,2249.5
2016-12-30,11443.31,19833.17,5440.17,2251.61
2017-01-02,11426.38,19833.17,5440.17,2251.61
2017-01-03,11631.7,19872.86,5425.62,2251.57
2017-01-04,11609.53,19890.94,5440.91,2261.6
2017-01-05,11537.73,19924.56,5474.39,2268.18
2017-01-06,11560.52,19906.96,5499.08,2271.14
2017-01-09,11606.89,19931.41,5527.57,2273.59
2017-01-10,11583.24,19876.35,5536.54,2269.72
2017-01-11,11587.53,19887.38,5550.72,2268.6
2017-01-12,11599.24,19926.21,5542.56,2271.14
2017-01-13,11576.78,19912.54,5557.57,2272.74
2017-01-16,11537.45,19912.54,5557.57,2272.74
2017-01-17,11521.5,19848.82,5555.16,2269.14
2017-01-18,11592.12,19822.73,5546.94,2269.14
2017-01-19,11624.11,19813.55,5560.61,2271.9
2017-01-20,11568.9,19795.06,5556.87,2269.96
2017-01-23,11545.97,19794.79,5546.64,2267.78
2017-01-24,11554.8,19794.68,5568.27,2267.88
2017-01-25,11677.63,19994.48,5635.86,2288.88
2017-01-26,11867.91,20076.25,5666.28,2298.63
2017-01-27,11841.72,20103.36,5664.88,2299.02
2017-01-30,11786.31,20028.62,5635.86,2286.01
2017-01-31,11692.53,19913.16,5592.87,2274.02
2017-02-01,11646.42,19923.81,5654.51,2285.59
2017-02-02,11628.28,19858.34,5627.15,2276.69
2017-02-03,11636.23,19964.21,5650.73,2288.54
2017-02-06,11628.03,20025.61,5656.95,2294.28
2017-02-07,11498.49,20107.62,5674.86,2295.87
2017-02-08,11546.93,20049.29,5662.95,2289.55
2017-02-09,11584.4,20061.73,5688.02,2296.7
2017-02-10,11698.7,20211.23,5726.18,2312.27
2017-02-13,11697.99,20338.54,5753.19,2321.72
2017-02-14,11766.99,20374.22,5756.51,2326.12
2017-02-15,11834.48,20504.27,5777.9,2335.58
2017-02-16,11778.99,20627.31,5823.01,2349.64
2017-02-17,11759.57,20564.13,5807.31,2343.01
2017-02-20,11831.71,20564.13,5807.31,2343.01
2017-02-21,11817.97,20663.43,5850.2,2354.91
2017-02-22,11989.71,20715.41,5857.56,2361.11
2017-02-23,11994.06,20817.21,5866.82,2367.5
2017-02-24,11920.9,20751.91,5802.33,2355.73
2017-02-27,11858.14,20808.71,5835.04,2365.23
2017-02-28,11847.09,20833.88,5852.79,2366.08
2017-03-01,11915.03,20957.29,5874.86,2380.13
2017-03-02,12052.8,21128.91,5897.01,2394.75
2017-03-03,11998.06,21008.75,5854.27,2380.92
2017-03-06,11956.81,20955.71,5846.42,2375.23
2017-03-07,11963.76,20934.89,5836.12,2370.74
2017-03-08,11922.86,20940.44,5838.44,2369.81
2017-03-09,11923.51,20864.32,5834.67,2363.49
2017-03-10,12018.48,20919.01,5867.16,2372.52
2017-03-13,11954.8,20899.28,5863.48,2371.56
2017-03-14,11987.34,20848.6,5860.07,2368.55
2017-03-15,12000.44,20874.78,5869.97,2370.34
2017-03-16,12140.3,20969.27,5907.86,2387.71
2017-03-17,12039.24,20965.37,5898.58,2383.71
2017-03-20,12050.81,20916.27,5898.81,2378.24
2017-03-21,12083.01,20956.33,5923.43,2379.32
2017-03-22,11870.78,20640.42,5790.59,2343.0
2017-03-23,11914.2,20645.07,5812.31,2345.97
2017-03-24,12033.27,20674.45,5839.33,2350.42
2017-03-27,11957.65,20488.35,5776.33,2329.11
2017-03-28,12062.69,20542.14,5836.5,2339.79
2017-03-29,12195.86,20675.75,5875.35,2356.54
2017-03-30,12220.64,20662.79,5896.15,2361.31
2017-03-31,12241.57,20700.34,5905.63,2364.82
2017-04-03,12368.82,20665.17,5917.31,2362.34
2017-04-04,12255.72,20634.94,5878.76,2354.76
2017-04-05,12280.06,20745.06,5911.92,2366.59
2017-04-06,12147.37,20653.77,5870.52,2353.79
2017-04-07,12174.51,20647.81,5873.94,2356.59
2017-04-10,12244.5,20668.22,5883.43,2357.16
2017-04-11,12149.4,20644.32,5871.16,2353.92
2017-04-12,12174.96,20637.95,5863.59,2352.15
2017-04-13,12137.57,20561.69,5828.37,2341.98
2017-04-17,12137.57,20484.75,5821.55,2332.62
2017-04-18,12135.61,20561.39,5838.59,2342.53
2017-04-19,12014.03,20503.52,5874.43,2346.79
2017-04-20,11968.06,20406.68,5887.87,2342.69
2017-04-21,12032.78,20578.1,5919.02,2354.74
2017-04-24,12296.56,20723.59,5979.96,2370.33
2017-04-25,12457.83,20915.51,6004.16,2381.51
2017-04-26,12466.5,21009.95,6028.12,2388.98
2017-04-27,12440.01,20991.12,6038.47,2389.7
2017-04-28,12417.89,20987.39,6072.87,2393.68
2017-05-01,12417.89,20962.73,6067.56,2388.5
2017-05-02,12478.46,20941.19,6102.51,2391.05
2017-05-03,12502.36,20915.0,6075.04,2386.5
2017-05-04,12552.06,20987.83,6075.06,2389.79
2017-05-05,12601.46,20929.04,6091.69,2392.37
2017-05-08,12758.48,20991.26,6100.66,2399.94
2017-05-09,12732.74,21022.28,6111.82,2401.58
2017-05-10,12728.97,20958.49,6121.64,2396.79
2017-05-11,12767.13,20925.72,6110.05,2394.84
2017-05-12,12728.84,20893.19,6119.27,2392.44
2017-05-15,12824.05,20923.63,6128.11,2393.98
2017-05-16,12787.69,20984.48,6160.52,2404.55
2017-05-17,12700.12,20846.17,6108.62,2382.95
2017-05-18,12608.19,20579.65,5998.46,2354.69
2017-05-19,12612.3,20698.28,6070.23,2371.37
2017-05-22,12664.97,20867.77,6098.25,2387.21
2017-05-23,12597.54,20908.67,6149.55,2397.04
2017-05-24,12631.39,20949.21,6154.18,2401.41
2017-05-25,12693.84,21062.96,6183.02,2409.54
2017-05-26,12604.4,21070.15,6207.04,2414.5
2017-05-29,12588.8,21070.15,6207.04,2414.5
2017-05-30,12583.82,21045.49,6204.18,2411.67
2017-05-31,12612.52,21048.46,6221.62,2415.63
2017-06-01,12623.61,21030.55,6215.91,2415.65
2017-06-02,12735.0,21142.09,6261.59,2431.28
2017-06-05,12735.0,21195.03,6305.47,2437.83
2017-06-06,12768.46,21145.48,6281.88,2431.92
2017-06-07,12659.97,21171.57,6290.44,2432.03
2017-06-08,12688.54,21169.76,6311.73,2434.27
2017-06-09,12711.53,21208.96,6330.25,2436.39
2017-06-12,12760.39,21259.95,6153.56,2425.88
2017-06-13,12739.5,21256.83,6206.11,2434.15
2017-06-14,12798.26,21342.71,6237.46,2443.75
2017-06-15,12801.91,21291.69,6127.05,2424.14
2017-06-16,12746.05,21335.93,6154.28,2431.24
2017-06-19,12849.99,21444.75,6196.85,2442.55
2017-06-20,12938.04,21521.25,6229.62,2450.66
2017-06-21,12792.32,21466.39,6202.75,2439.31
2017-06-22,12758.66,21407.98,6239.15,2437.4
2017-06-23,12757.97,21380.92,6234.35,2434.65
2017-06-26,12783.89,21434.68,6292.73,2443.32
2017-06-27,12728.5,21411.19,6227.9,2436.34
2017-06-28,12586.06,21372.36,6173.1,2428.7
2017-06-29,12707.48,21487.38,6215.49,2442.38
2017-06-30,12424.5,21348.6,6166.84,2429.2
2017-07-03,12396.34,21392.3,6173.29,2431.39
2017-07-04,12413.6,21392.3,6173.29,2431.39
2017-07-05,12432.41,21492.83,6122.06,2430.78
2017-07-06,12474.51,21423.93,6109.6,2423.44
2017-07-07,12376.19,21354.66,6111.21,2413.52
2017-07-10,12464.96,21381.23,6156.03,2424.51
2017-07-11,12479.67,21410.17,6171.25,2427.35
2017-07-12,12469.85,21467.93,6238.9,2435.75
2017-07-13,12614.13,21537.19,6269.1,2444.99
2017-07-14,12642.65,21532.77,6289.08,2449.16
2017-07-17,12652.37,21633.97,6320.35,2459.5
2017-07-18,12540.93,21589.94,6304.82,2455.88
2017-07-19,12468.06,21569.25,6363.24,2463.85
2017-07-20,12514.84,21641.54,6396.46,2475.56
2017-07-21,12424.8,21591.72,6383.05,2467.4
2017-07-24,12228.63,21577.78,6387.82,2472.04
2017-07-25,12228.32,21638.56,6407.59,2477.88
2017-07-26,12260.3,21690.38,6425.93,2479.97
2017-07-27,12230.09,21717.42,6459.76,2482.76
2017-07-28,12151.38,21787.51,6350.27,2469.12
2017-07-31,12141.53,21863.39,6394.69,2475.94
2017-08-01,12147.89,21961.42,6372.16,2477.1
2017-08-02,12269.9,22004.36,6393.1,2480.38
2017-08-03,12130.76,22007.58,6366.24,2476.03
2017-08-04,12138.09,22058.39,6350.79,2476.88
2017-08-07,12305.74,22100.2,6361.06,2477.14
2017-08-08,12239.78,22095.14,6373.33,2478.35
2017-08-09,12191.37,22022.34,6322.92,2465.35
2017-08-10,12158.69,21988.2,6312.65,2465.38
