Date,DAX,Dow Jones,NASDAQ Composite,S&P 500
2017-08-11,11961.6,21883.32,6222.18,2441.04
2017-08-14,12100.17,21945.64,6306.11,2454.96
2017-08-15,12208.3,22029.91,6350.51,2468.66
2017-08-16,12250.02,22031.93,6348.11,2468.63
2017-08-17,12236.6,21984.74,6322.72,2462.95
2017-08-18,12103.51,21724.88,6222.46,2427.64
2017-08-21,12105.72,21671.36,6216.32,2425.5
2017-08-22,12151.76,21739.78,6241.21,2433.75
2017-08-23,12227.23,21850.27,6263.47,2444.88
2017-08-24,12196.18,21839.9,6294.82,2447.91
2017-08-25,12194.73,21819.08,6293.81,2444.72
2017-08-28,12105.49,21832.5,6286.01,2447.35
2017-08-29,12031.12,21718.0,6228.9,2431.94
2017-08-30,12026.45,21859.76,6308.68,2446.06
2017-08-31,12098.57,21936.01,6385.8,2462.65
2017-09-01,12101.15,21981.77,6442.17,2474.42
2017-09-04,12051.8,21981.77,6442.17,2474.42
2017-09-05,12125.42,21912.37,6414.82,2470.35
2017-09-06,12071.9,21815.76,6394.35,2463.83
2017-09-07,12284.14,21820.38,6402.94,2468.06
2017-09-08,12261.81,21764.43,6389.65,2462.25
2017-09-11,12381.52,21927.79,6411.18,2474.52
2017-09-12,12527.44,22090.56,6448.81,2491.94
2017-09-13,12489.25,22103.47,6440.72,2493.89
2017-09-14,12524.12,22144.96,6439.46,2494.56
2017-09-15,12525.36,22252.44,6426.16,2495.67
2017-09-18,12593.55,22297.92,6460.1,2502.51
2017-09-19,12556.46,22349.7,6465.57,2506.29
2017-09-20,12550.92,22351.38,6459.74,2506.84
2017-09-21,12601.95,22414.02,6448.57,2507.16
2017-09-22,12569.66,22334.07,6401.44,2497.26
2017-09-25,12573.35,22320.47,6403.11,2499.39
2017-09-26,12557.44,22322.03,6391.85,2501.04
2017-09-27,12630.4,22330.93,6414.37,2503.3
2017-09-28,12682.37,22306.83,6437.96,2503.41
2017-09-29,12725.87,22358.47,6461.28,2509.96
2017-10-02,12866.27,22423.47,6506.08,2521.2
2017-10-03,12866.27,22564.45,6523.74,2530.34
2017-10-04,12955.89,22645.67,6521.96,2533.48
2017-10-05,12950.18,22669.08,6552.87,2540.86
2017-10-06,12979.34,22762.03,6566.95,2547.44
2017-10-09,12975.86,22779.73,6597.37,2551.39
2017-10-10,12959.72,22784.76,6602.49,2549.99
2017-10-11,12965.28,22827.65,6586.73,2550.62
2017-10-12,12977.27,22854.85,6594.76,2552.88
2017-10-13,12995.08,22876.43,6613.21,2555.66
2017-10-16,13017.18,22892.92,6622.55,2555.57
2017-10-17,12995.84,22952.41,6621.42,2557.17
2017-10-18,13012.8,23087.13,6634.26,2562.87
2017-10-19,13036.28,23107.47,6583.7,2553.39
2017-10-20,13057.78,23205.18,6633.37,2567.56
2017-10-23,13014.57,23348.95,6641.57,2578.08
2017-10-24,12998.66,23346.78,6598.6,2568.66
2017-10-25,12998.44,23431.09,6587.22,2566.52
2017-10-26,12955.43,23380.89,6567.59,2560.08
2017-10-27,13186.55,23419.16,6635.03,2570.26
2017-10-30,13227.85,23405.75,6693.77,2577.75
2017-10-31,13227.85,23369.22,6713.71,2575.99
2017-11-01,13342.44,23442.9,6758.64,2583.21
2017-11-02,13448.52,23463.24,6709.39,2579.46
2017-11-03,13476.53,23549.59,6737.09,2581.93
2017-11-06,13459.42,23533.96,6763.3,2587.47
2017-11-07,13517.98,23574.03,6785.44,2592.11
2017-11-08,13404.58,23542.6,6764.85,2588.71
2017-11-09,13378.96,23492.09,6737.45,2584.0
2017-11-10,13206.35,23432.71,6736.39,2580.18
2017-11-13,13150.78,23367.47,6727.39,2576.53
2017-11-14,13101.09,23388.4,6733.87,2577.75
2017-11-15,12963.09,23334.59,6700.68,2569.45
2017-11-16,13024.39,23365.34,6742.34,2572.95
2017-11-17,13051.71,23433.77,6794.45,2582.94
2017-11-20,12932.81,23370.71,6789.28,2579.49
2017-11-21,13042.94,23500.15,6820.55,2589.17
2017-11-22,13171.36,23597.24,6869.53,2600.31
2017-11-23,12943.49,23597.24,6869.53,2600.31
2017-11-24,13023.52,23552.75,6878.11,2600.42
2017-11-27,13036.74,23552.86,6889.91,2602.66
2017-11-28,13008.94,23625.19,6893.72,2605.94
2017-11-29,13153.74,23883.26,6907.28,2627.82
2017-11-30,13060.56,24013.8,6852.8,2633.93
2017-12-01,13044.15,24305.4,6844.04,2645.1
2017-12-04,13038.77,24424.11,6897.14,2657.19
2017-12-05,13056.82,24335.01,6759.14,2639.78
2017-12-06,12897.43,24157.85,6742.07,2626.24
2017-12-07,13026.3,24116.6,6785.74,2628.38
2017-12-08,13146.82,24263.26,6859.94,2646.21
2017-12-11,13181.85,24338.11,6847.64,2652.19
2017-12-12,13131.41,24452.96,6872.72,2661.73
2017-12-13,13148.52,24525.19,6880.41,2667.59
2017-12-14,13107.11,24631.01,6887.39,2665.87
2017-12-15,13027.84,24585.71,6871.55,2660.63
2017-12-18,13211.63,24739.56,6980.4,2685.92
2017-12-19,13314.73,24834.38,6991.25,2692.71
2017-12-20,13244.27,24838.09,6991.26,2688.18
2017-12-21,13065.79,24778.26,6972.88,2683.02
2017-12-22,13076.76,24764.04,6958.02,2684.22
2017-12-26,13076.76,24715.84,6928.92,2679.09
2017-12-27,13070.19,24766.52,6941.45,2682.1
2017-12-28,13065.46,24807.21,6953.38,2686.1
2017-12-29,12980.09,24849.63,6952.6,2689.15
2018-01-02,12897.69,24809.35,6937.65,2683.73
2018-01-03,12916.18,24850.45,7017.07,2697.85
2018-01-04,13065.98,24964.86,7089.5,2719.31
2018-01-05,13219.11,25114.92,7105.74,2731.33
2018-01-08,13399.62,25308.4,7135.38,2742.67
2018-01-09,13383.26,25312.05,7174.19,2751.15
2018-01-10,13355.28,25348.13,7129.83,2745.55
2018-01-11,13281.2,25398.6,7168.73,2752.97
2018-01-12,13241.28,25638.39,7208.17,2770.18
2018-01-15,13244.37,25638.39,7208.17,2770.18
2018-01-16,13228.6,25987.62,7307.19,2798.96
2018-01-17,13200.92,25910.78,7257.77,2784.99
2018-01-18,13250.25,26149.55,7293.65,2802.4
2018-01-19,13297.74,25987.35,7312.0,2802.6
2018-01-22,13435.14,26025.32,7338.04,2809.16
2018-01-23,13577.14,26214.87,7424.95,2835.05
2018-01-24,13572.71,26282.07,7474.16,2845.42
2018-01-25,13374.38,26313.06,7457.94,2846.24
2018-01-26,13297.51,26466.74,7448.33,2847.48
2018-01-29,13358.9,26584.28,7484.47,2867.23
2018-01-30,13223.97,26198.45,7388.89,2832.74
2018-01-31,13210.76,26268.17,7443.25,2832.41
2018-02-01,13235.15,26083.04,7377.17,2816.45
2018-02-02,12954.59,26061.79,7347.59,2808.92
2018-02-05,12687.79,25337.87,7165.96,2741.06
2018-02-06,12232.86,24085.17,6837.56,2614.78
2018-02-07,12478.68,24892.87,7086.2,2690.95
2018-02-08,12506.18,24902.3,7067.3,2685.01
2018-02-09,12263.1,23992.67,6863.34,2601.78
2018-02-12,12238.63,24337.76,6936.68,2636.75
2018-02-13,12282.76,24540.33,6942.16,2646.27
2018-02-14,12294.85,24535.82,6979.24,2651.21
2018-02-15,12425.45,25047.82,7200.75,2713.46
2018-02-16,12408.48,25165.94,7236.52,2727.14
2018-02-19,12495.07,25165.94,7236.52,2727.14
2018-02-20,12403.63,25124.91,7209.03,2722.99
2018-02-21,12457.22,24988.06,7258.48,2720.53
2018-02-22,12358.82,24855.41,7252.47,2710.42
2018-02-23,12491.77,25050.51,7261.35,2715.8
2018-02-26,12566.05,25403.35,7373.3,2757.37
2018-02-27,12573.65,25735.78,7416.17,2780.45
2018-02-28,12427.46,25485.15,7371.41,2753.78
2018-03-01,12386.4,25024.04,7274.75,2715.22
2018-03-02,12051.89,24394.91,7099.54,2658.89
2018-03-05,11831.57,24471.31,7222.89,2681.06
2018-03-06,12229.29,24965.89,7366.61,2730.18
2018-03-07,12060.09,24758.15,7311.73,2710.18
2018-03-08,12237.94,24853.41,7422.77,2732.75
2018-03-09,12331.64,25004.89,7475.98,2752.91
2018-03-12,12453.3,25372.44,7581.04,2790.54
2018-03-13,12425.69,25257.75,7627.52,2792.31
2018-03-14,12212.49,25086.97,7539.78,2774.06
2018-03-15,12284.14,24837.29,7509.24,2754.27
2018-03-16,12345.56,24877.34,7504.37,2750.57
2018-03-19,12346.51,24893.69,7419.2,2741.38
2018-03-20,12261.19,24650.64,7353.25,2715.05
2018-03-21,12336.76,24723.49,7347.5,2714.99
2018-03-22,12187.73,24526.01,7257.55,2691.36
2018-03-23,11995.51,23995.18,7170.68,2646.71
2018-03-26,11919.64,23825.74,7125.2,2619.35
2018-03-27,11996.35,24276.62,7255.47,2667.57
2018-03-28,11868.08,23883.08,6978.3,2611.3
2018-03-29,11956.34,23949.18,6984.65,2614.41
2018-04-02,11956.34,24076.6,7016.17,2633.45
2018-04-03,11997.47,23698.33,6924.35,2592.17
2018-04-04,12000.47,23654.15,6811.77,2584.04
2018-04-05,12153.61,24313.91,7099.25,2657.36
2018-04-06,12242.94,24373.6,6999.57,2645.82
2018-04-09,12311.02,24037.52,6971.44,2617.18
2018-04-10,12389.9,24198.95,7060.99,2638.41
2018-04-11,12372.07,24274.19,7055.0,2643.89
2018-04-12,12282.39,24302.82,7112.02,2653.83
2018-04-13,12461.31,24582.82,7179.62,2676.9
2018-04-16,12478.99,24483.15,7153.87,2670.1
2018-04-17,12443.2,24681.79,7215.11,2692.74
2018-04-18,12597.58,24820.85,7292.38,2710.11
2018-04-19,12595.61,24711.3,7258.61,2701.16
2018-04-20,12555.96,24657.39,7220.64,2692.56
2018-04-23,12538.16,24488.07,7173.99,2675.4
2018-04-24,12602.41,24579.94,7160.77,2680.8
2018-04-25,12456.82,24070.2,7009.99,2634.92
2018-04-26,12395.9,24128.72,7080.49,2651.65
2018-04-27,12572.72,24342.14,7195.52,2675.47
2018-04-30,12606.27,24410.41,7133.95,2675.05
2018-05-01,12606.27,24117.29,7053.65,2643.64
2018-05-02,12610.78,24097.63,7138.45,2654.24
2018-05-03,12775.66,23836.23,7065.03,2628.08
2018-05-04,12733.19,23865.22,7065.67,2621.45
2018-05-07,12827.43,24317.66,7241.82,2669.36
2018-05-08,12924.23,24341.35,7255.34,2670.26
2018-05-09,12917.82,24399.18,7281.53,2678.12
2018-05-10,12975.09,24591.66,7355.9,2705.02
2018-05-11,13023.0,24758.64,7393.97,2722.7
2018-05-14,13009.83,24879.37,7429.45,2733.37
2018-05-15,12947.97,24809.55,7361.3,2718.59
2018-05-16,12983.49,24722.32,7356.22,2712.62
2018-05-17,12985.14,24752.4,7379.58,2719.71
2018-05-18,13115.63,24707.72,7364.34,2717.35
2018-05-21,13115.63,24883.06,7406.34,2725.95
2018-05-22,13132.56,25047.55,7420.85,2738.34
2018-05-23,13138.83,24757.71,7335.03,2713.98
2018-05-24,12955.94,24877.36,7421.99,2730.94
2018-05-25,12917.15,24781.29,7422.2,2723.6
2018-05-28,13016.55,24781.29,7422.2,2723.6
2018-05-29,12786.15,24606.59,7398.51,2705.11
2018-05-30,12693.33,24467.83,7428.41,2702.43
2018-05-31,12796.16,24620.79,7455.58,2720.98
2018-06-01,12678.07,24542.09,7487.66,2718.7
2018-06-04,12839.44,24727.55,7570.08,2741.67
2018-06-05,12766.16,24820.12,7621.36,2748.46
2018-06-06,12813.39,24854.14,7652.81,2753.25
2018-06-07,12877.85,25192.14,7697.41,2774.84
2018-06-08,12668.77,25209.29,7607.73,2765.84
2018-06-11,12816.32,25336.67,7647.23,2780.18
2018-06-12,12924.03,25346.82,7673.87,2785.6
2018-06-13,12857.16,25328.65,7713.9,2787.94
2018-06-14,12806.07,25254.65,7723.53,2783.21
2018-06-15,13115.85,25116.71,7725.03,2777.78
2018-06-18,12945.53,24944.28,7692.96,2765.79
2018-06-19,12647.07,24763.59,7658.47,2752.01
2018-06-20,12731.66,24771.17,7764.15,2769.73
2018-06-21,12699.71,24639.21,7800.3,2769.28
2018-06-22,12507.72,24526.97,7739.69,2760.79
2018-06-25,12497.48,24463.73,7631.12,2742.94
2018-06-26,12333.44,24281.89,7553.74,2722.12
2018-06-27,12247.75,24303.11,7586.33,2728.45
2018-06-28,12289.81,24064.19,7438.11,2698.69
2018-06-29,12322.64,24323.93,7544.13,2727.13
2018-07-02,12147.94,24161.53,7451.9,2704.95
2018-07-03,12321.07,24359.39,7593.63,2733.27
2018-07-04,12323.75,24359.39,7593.63,2733.27
2018-07-05,12363.05,24285.82,7550.65,2724.19
2018-07-06,12506.27,24352.47,7595.93,2737.68
2018-07-09,12541.74,24519.2,7731.74,2768.51
2018-07-10,12580.31,24806.97,7770.63,2788.56
2018-07-11,12506.99,24789.48,7698.51,2779.82
2018-07-12,12464.06,24802.9,7752.71,2783.14
2018-07-13,12549.23,24926.07,7827.62,2796.93
2018-07-16,12530.98,25025.58,7831.74,2801.43
2018-07-17,12566.97,25033.92,7751.98,2789.34
2018-07-18,12728.41,25133.79,7859.43,2811.35
2018-07-19,12740.68,25139.15,7829.8,2809.37
2018-07-20,12664.45,25041.14,7843.08,2804.55
2018-07-23,12510.23,25036.9,7806.93,2799.17
2018-07-24,12590.79,25092.43,7914.35,2820.68
2018-07-25,12685.68,25183.7,7839.09,2817.73
2018-07-26,12732.88,25468.55,7848.04,2835.49
2018-07-27,12825.75,25520.52,7889.75,2842.35
2018-07-30,12822.87,25439.32,7735.27,2819.0
2018-07-31,12809.74,25345.21,7654.59,2809.73
2018-08-01,12826.7,25461.63,7701.82,2821.17
2018-08-02,12617.63,25256.45,7659.52,2800.48
2018-08-03,12572.61,25360.37,7819.23,2829.62
2018-08-06,12631.4,25437.43,7809.54,2840.29
2018-08-07,12656.87,25551.65,7878.62,2855.92
2018-08-08,12622.98,25615.72,7880.0,2856.79
2018-08-09,12623.14,25589.79,7886.52,2857.19
2018-08-10,12574.2,25401.19,7834.71,2839.64
2018-08-13,12346.75,25327.19,7848.0,2835.46
2018-08-14,12444.63,25215.69,7847.88,2827.88
2018-08-15,12400.27,25235.37,7810.02,2827.95
2018-08-16,12202.13,25294.97,7826.95,2831.44
2018-08-17,12242.06,25550.8,7786.64,2838.32
2018-08-20,12263.01,25727.7,7834.37,2853.93
2018-08-21,12320.56,25786.99,7840.09,2861.51
2018-08-22,12355.53,25825.06,7844.04,2860.99
2018-08-23,12367.48,25714.86,7886.47,2860.29
2018-08-24,12396.69,25688.58,7907.81,2862.35
2018-08-27,12462.75,25882.71,7989.64,2884.69
2018-08-28,12578.65,26092.7,8039.01,2901.45
2018-08-29,12553.86,26082.53,8044.34,2900.62
2018-08-30,12516.55,26099.01,8094.2,2908.94
2018-08-31,12418.26,25964.85,8079.31,2898.37
2018-09-03,12338.36,25964.85,8079.31,2898.37
2018-09-04,12389.46,25916.07,8087.95,2896.96
2018-09-05,12161.65,25919.84,8073.53,2891.59
2018-09-06,11995.81,25973.02,7998.27,2888.64
2018-09-07,11960.1,25951.02,7878.79,2868.26
2018-09-10,11950.55,25991.91,7939.57,2881.39
2018-09-11,12013.01,25841.14,7894.87,2871.57
2018-09-12,11989.27,25989.07,7958.87,2888.29
2018-09-13,12036.79,26083.94,7999.93,2896.85
2018-09-14,12109.37,26169.56,8026.16,2906.38
2018-09-17,12056.38,26151.66,7992.21,2903.83
2018-09-18,12097.19,26076.21,7903.57,2890.74
2018-09-19,12168.2,26287.84,7962.55,2906.6
2018-09-20,12210.95,26519.39,7993.53,2919.73
2018-09-21,12402.72,26726.25,8041.69,2936.76
2018-09-24,12383.42,26705.25,7939.38,2921.83
2018-09-25,12341.85,26601.58,8001.59,2921.75
2018-09-26,12395.2,26536.86,8011.68,2916.98
2018-09-27,12329.4,26418.27,8021.22,2911.65
2018-09-28,12381.36,26407.66,8024.5,2910.03
2018-10-01,12265.89,26598.36,8091.5,2926.29
2018-10-02,12229.07,26648.91,8024.48,2923.8
2018-10-03,12229.07,26833.47,8034.65,2931.69
2018-10-04,12275.07,26784.08,7993.33,2919.35
2018-10-05,12236.29,26632.77,7874.76,2902.54
2018-10-08,12044.96,26399.45,7747.1,2877.53
2018-10-09,11963.63,26469.19,7728.51,2882.51
2018-10-10,11976.7,26441.73,7694.08,2873.9
2018-10-11,11558.98,25518.39,7388.07,2776.87
2018-10-12,11691.47,25407.63,7507.84,2770.54
2018-10-15,11523.81,25332.46,7473.33,2763.83
2018-10-16,11637.62,25351.53,7501.78,2767.05
2018-10-17,11811.47,25705.87,7669.26,2811.67
2018-10-18,11695.19,25645.56,7616.47,2802.0
2018-10-19,11578.85,25421.09,7530.15,2775.66
2018-10-22,11665.68,25492.14,7486.74,2773.94
2018-10-23,11367.57,25038.46,7328.55,2721.03
2018-10-24,11298.65,25172.88,7423.21,2737.87
2018-10-25,11098.68,24736.54,7197.49,2674.88
2018-10-26,11180.96,24770.25,7125.18,2667.86
2018-10-29,11270.67,24818.98,7272.42,2682.65
2018-10-30,11391.78,24482.04,7017.87,2640.68
2018-10-31,11417.09,25008.82,7276.62,2705.6
2018-11-01,11419.61,25142.08,7327.82,2717.58
2018-11-02,11636.37,25443.6,7424.02,2745.45
2018-11-05,11522.33,25261.47,7344.08,2726.37
2018-11-06,11518.17,25452.83,7326.07,2738.4
2018-11-07,11542.09,25788.46,7446.09,2774.13
2018-11-08,11629.0,26139.59,7544.17,2806.38
2018-11-09,11489.19,26149.11,7468.51,2794.1
2018-11-12,11591.59,25959.33,7364.05,2773.93
2018-11-13,11374.11,25321.21,7230.69,2730.05
2018-11-14,11394.75,25388.08,7265.39,2737.9
2018-11-15,11447.84,25061.48,7112.83,2693.52
2018-11-16,11425.8,25242.35,7193.6,2718.54
2018-11-19,11384.0,25392.61,7217.24,2730.74
2018-11-20,11157.65,24618.68,6867.43,2654.6
2018-11-21,11138.25,24541.65,6985.51,2657.74
2018-11-22,11216.29,24541.65,6985.51,2657.74
2018-11-23,11146.55,24336.4,6919.52,2633.36
2018-11-26,11315.9,24364.13,7026.5,2649.97
2018-11-27,11380.79,24557.02,7041.23,2663.75
2018-11-28,11355.8,24832.84,7135.08,2691.45
2018-11-29,11377.21,25343.65,7267.37,2736.97
2018-11-30,11311.66,25307.14,7279.3,2737.76
2018-12-03,11534.75,25779.57,7486.13,2790.5
2018-12-04,11429.82,25752.56,7407.95,2782.43
2018-12-05,11204.32,25752.56,7407.95,2782.43
2018-12-06,11053.58,24737.42,7017.05,2663.51
2018-12-07,10876.34,24918.82,7163.49,2691.26
2018-12-10,10726.17,24360.95,6959.63,2630.86
2018-12-11,10711.4,24719.91,7121.65,2664.44
2018-12-12,10832.04,24509.09,7127.0,2658.23
2018-12-13,10978.68,24575.86,7135.28,2658.7
2018-12-14,10809.58,24408.04,6986.37,2629.68
2018-12-17,10852.99,23986.83,6886.46,2590.75
2018-12-18,10744.28,23769.13,6809.81,2559.9
2018-12-19,10777.42,23693.33,6777.59,2547.05
2018-12-20,10621.18,23224.12,6607.76,2496.77
2018-12-21,10573.08,22871.74,6573.48,2465.38
2018-12-24,10573.08,22317.28,6278.49,2400.56
2018-12-26,10573.08,21857.73,6257.86,2363.12
2018-12-27,10607.42,22629.06,6457.19,2442.5
2018-12-28,10452.02,23213.61,6616.79,2498.77
2018-12-31,10452.02,23153.94,6649.52,2498.94
2019-01-02,10477.77,23058.61,6506.91,2476.96
2019-01-03,10467.11,23176.39,6584.77,2491.92
2019-01-04,10533.94,22894.92,6567.14,2474.33
2019-01-07,10814.39,23474.26,6757.53,2535.61
2019-01-08,10750.19,23680.32,6893.44,2568.11
2019-01-09,10884.75,23844.27,6923.06,2580.0
2019-01-10,10843.89,23811.11,6908.65,2573.51
2019-01-11,10949.13,23940.01,6947.46,2588.11
2019-01-14,10820.85,23880.53,6908.03,2580.31
2019-01-15,10962.95,23914.11,6931.39,2585.1
2019-01-16,10940.36,24139.91,7033.75,2614.75
2019-01-17,10852.5,24147.09,7010.13,2609.28
2019-01-18,11001.31,24534.19,7134.1,2651.27
2019-01-21,11176.12,24534.19,7134.1,2651.27
2019-01-22,11076.98,24607.76,7109.57,2657.88
2019-01-23,11043.64,24577.25,7061.65,2643.48
2019-01-24,11045.64,24579.96,7042.25,2638.84
2019-01-25,11234.05,24687.21,7128.19,2657.44
2019-01-28,11233.16,24596.98,7075.01,2644.97
2019-01-29,11191.52,24519.62,7087.49,2644.89
2019-01-30,11210.68,24826.52,7094.79,2653.62
2019-01-31,11257.92,24954.48,7208.17,2685.49
2019-02-01,11198.46,25025.31,7256.37,2702.32
2019-02-04,11180.42,25062.12,7266.28,2706.49
2019-02-05,11178.75,25287.93,7356.34,2728.34
2019-02-06,11337.54,25371.57,7400.44,2735.05
2019-02-07,11262.97,25265.81,7316.5,2717.53
2019-02-08,10991.79,25042.36,7232.3,2692.36
2019-02-11,10955.83,25142.81,7327.37,2712.4
2019-02-12,11123.43,25152.03,7358.85,2722.61
2019-02-13,11174.85,25480.86,7437.46,2750.3
2019-02-14,11257.8,25460.65,7390.25,2743.5
2019-02-15,11044.8,25564.63,7468.57,2760.24
2019-02-18,11287.74,25564.63,7468.57,2760.24
2019-02-19,11280.73,25849.85,7450.75,2769.28
2019-02-20,11338.74,25872.26,7490.31,2779.05
2019-02-21,11448.65,25922.41,7475.41,2780.24
2019-02-22,11422.62,25906.27,7481.63,2780.67
2019-02-25,11517.76,26126.15,7585.3,2804.35
2019-02-26,11446.29,26051.61,7535.29,2792.36
2019-02-27,11493.81,25995.6,7526.42,2787.5
2019-02-28,11430.8,25984.28,7533.31,2788.11
2019-03-01,11584.24,26019.67,7587.45,2798.22
2019-03-04,11646.21,26122.19,7636.62,2814.37
2019-03-05,11570.97,25829.07,7582.29,2794.41
2019-03-06,11593.21,25818.76,7575.38,2790.27
2019-03-07,11546.42,25645.45,7483.79,2766.53
2019-03-08,11429.77,25347.38,7334.35,2730.79
2019-03-11,11497.98,25208.0,7442.56,2747.61
2019-03-12,11612.46,25600.3,7571.85,2787.34
2019-03-13,11499.32,25637.23,7621.38,2799.78
2019-03-14,11573.42,25692.31,7644.79,2810.38
2019-03-15,11608.67,25720.96,7658.41,2810.79
2019-03-18,11685.54,25801.88,7696.38,2822.61
2019-03-19,11672.76,25987.87,7747.4,2840.76
2019-03-20,11704.44,25867.79,7721.95,2831.34
2019-03-21,11566.87,25688.44,7705.43,2819.72
2019-03-22,11578.39,25844.65,7800.25,2844.52
2019-03-25,11323.2,25490.72,7618.98,2796.01
2019-03-26,11374.18,25649.56,7700.0,2812.66
2019-03-27,11439.02,25676.34,7702.05,2819.72
2019-03-28,11422.16,25693.32,7660.07,2809.4
2019-03-29,11492.09,25827.31,7726.71,2828.27
2019-04-01,11617.18,26075.1,7800.24,2848.63
2019-04-02,11703.24,26213.55,7824.61,2868.24
2019-04-03,11855.4,26238.03,7891.18,2876.09
2019-04-04,11924.61,26213.42,7894.26,2873.99
2019-04-05,11993.22,26427.56,7914.51,2884.16
2019-04-08,11979.73,26312.67,7924.89,2888.46
2019-04-09,11927.01,26243.54,7924.77,2886.58
2019-04-10,11864.46,26173.71,7922.73,2881.37
2019-04-11,11914.51,26188.21,7975.2,2891.92
2019-04-12,11912.58,26357.79,7984.15,2900.86
2019-04-15,12011.11,26407.76,7987.16,2908.32
2019-04-16,12026.74,26482.19,8000.57,2912.26
2019-04-17,12100.44,26468.53,8044.97,2916.04
2019-04-18,12138.14,26463.37,7998.44,2904.81
2019-04-22,12138.14,26510.77,7969.37,2898.78
2019-04-23,12224.32,26513.83,8026.74,2909.99
2019-04-24,12232.99,26652.56,8122.88,2934.0
2019-04-25,12304.53,26426.37,8150.85,2928.99
2019-04-26,12284.46,26454.62,8100.28,2925.81
2019-04-29,12308.98,26559.87,8147.65,2940.58
2019-04-30,12313.97,26594.56,8104.91,2937.14
2019-05-01,12313.97,26639.06,8132.93,2952.33
2019-05-02,12349.1,26407.15,8046.48,2922.16
2019-05-03,12345.32,26379.14,8092.88,2929.21
2019-05-06,12171.9,26160.62,7981.85,2908.89
2019-05-07,12298.71,26276.9,8043.52,2913.03
2019-05-08,12110.87,25933.79,7946.24,2879.61
2019-05-09,12098.02,25878.85,7853.21,2859.84
2019-05-10,12105.28,25763.72,7881.31,2863.1
2019-05-13,12044.1,25568.06,7720.07,2840.19
2019-05-14,11908.77,25384.03,7689.66,2820.12
2019-05-15,12018.45,25400.13,7682.8,2820.38
2019-05-16,12077.36,25692.14,7832.58,2855.8
2019-05-17,12252.68,25719.95,7829.03,2858.6
2019-05-20,12226.85,25655.31,7714.06,2841.94
2019-05-21,12111.8,25782.34,7765.57,2854.02
2019-05-22,12141.46,25818.46,7749.81,2856.06
2019-05-23,12064.29,25657.99,7660.72,2836.7
2019-05-24,12027.31,25551.07,7675.57,2832.41
2019-05-27,12077.88,25551.07,7675.57,2832.41
2019-05-28,12100.39,25616.55,7655.66,2830.03
2019-05-29,11906.02,25231.46,7553.02,2790.25
2019-05-30,11885.07,25139.94,7565.46,2786.94
2019-05-31,11742.21,25046.31,7470.95,2766.15
2019-06-03,11661.12,24830.16,7441.22,2751.53
2019-06-04,11716.55,24962.82,7413.94,2762.64
2019-06-05,11981.18,25451.0,7585.68,2818.09
2019-06-06,11987.92,25567.45,7582.24,2828.51
2019-06-07,12003.92,25768.72,7652.97,2852.87
2019-06-10,12003.92,26090.22,7798.87,2885.83
2019-06-11,12133.6,26180.59,7901.04,2903.27
2019-06-12,12093.98,26040.3,7803.13,2882.73
2019-06-13,12095.21,26036.94,7822.56,2886.24
2019-06-14,12124.36,26076.36,7807.19,2886.82
2019-06-17,12112.47,26108.53,7819.43,2889.75
2019-06-18,12069.37,26228.88,7920.98,2906.71
2019-06-19,12321.43,26490.16,7970.26,2920.55
2019-06-20,12409.58,26665.38,8087.45,2949.6
2019-06-21,12351.98,26749.12,8028.69,2952.71
2019-06-24,12308.11,26727.61,8040.58,2951.42
2019-06-25,12226.88,26731.61,8005.27,2945.78
2019-06-26,12210.52,26599.42,7933.93,2926.07
2019-06-27,12308.26,26523.72,7939.36,2919.66
2019-06-28,12302.77,26605.93,7988.76,2932.94
2019-07-01,12616.34,26805.86,8145.85,2971.41
2019-07-02,12546.93,26719.53,8086.65,2964.66
2019-07-03,12548.3,26832.32,8129.57,2978.08
2019-07-04,12644.35,26832.32,8129.57,2978.08
2019-07-05,12632.12,26867.75,8123.28,2984.25
2019-07-08,12541.18,26835.64,8112.91,2979.77
2019-07-09,12436.97,26725.12,8061.41,2965.52
2019-07-10,12412.99,26851.96,8183.19,2989.3
2019-07-11,12401.02,26950.16,8219.28,2999.62
2019-07-12,12318.5,27139.49,8209.2,3003.36
2019-07-15,12346.59,27364.69,8263.18,3017.8
2019-07-16,12392.19,27349.32,8251.66,3012.13
2019-07-17,12429.87,27320.91,8224.0,3005.1
2019-07-18,12194.33,27191.98,8151.76,2978.87
2019-07-19,12302.64,27246.38,8241.34,3004.26
2019-07-22,12243.58,27174.18,8171.99,2981.93
2019-07-23,12384.66,27231.86,8242.5,2994.74
2019-07-24,12510.52,27262.24,8227.36,2998.77
2019-07-25,12576.02,27247.39,8294.68,3016.26
2019-07-26,12363.86,27166.0,8294.3,3013.25
2019-07-29,12398.29,27192.24,8325.1,3024.47
2019-07-30,12398.24,27145.39,8231.77,3007.66
2019-07-31,12149.09,27244.67,8290.8,3016.22
2019-08-01,12134.71,26879.86,8190.56,2980.32
2019-08-02,12033.68,26528.66,8056.42,2943.9
2019-08-05,11758.44,26259.23,7823.33,2898.07
2019-08-06,11690.27,25810.62,7804.51,2861.18
2019-08-07,11636.34,25814.22,7747.27,2858.65
2019-08-08,11752.96,26086.52,7921.59,2896.21
2019-08-09,11806.82,26337.09,7997.19,2930.51
2019-08-12,11801.06,26169.91,7907.49,2907.07
2019-08-13,11632.85,25888.88,7863.41,2880.72
