date,bitcoin,ethereum,litecoin,xrp
2016-05-23,1692.734829,54.9459215,15.16692255,0.022871673
2016-05-24,1708.4061605,51.7885525,15.29783785,0.02214393795
2016-05-25,1717.7242495,48.6311835,15.18232435,0.02233261
2016-05-26,1731.8554009999998,48.207634,15.559668450000002,0.0213699975
2016-05-27,1745.408985,48.2461385,15.72138735,0.021947565
2016-05-28,1825.3058225,43.048031,17.24616555,0.0211389705
2016-05-29,2018.482899,45.1657785,16.9804845,0.0186862338499999
2016-05-30,1987.0247225,47.0910035,16.9804845,0.02161257585
2016-05-31,2049.440517,48.746697,17.465641199999997,0.02232875955
2016-06-01,2036.580014,53.675273,17.57730425,0.0214470065
2016-06-02,2069.23183,53.2517235,17.9816015,0.0222941055
2016-06-03,2068.076695,52.905183,17.97005015,0.0222324982999999
2016-06-04,2183.3206635,53.213219,18.4744591,0.02252128205
2016-06-05,2202.2648775,52.7126605,18.27808615,0.02269840275
2016-06-06,2213.6622095,53.9063,18.43210415,0.02232875955
2016-06-07,2247.045611,53.598264,18.95576535,0.0227099541
2016-06-08,2216.2420110000003,55.369471,18.24728255,0.022255601
2016-06-09,2235.2247295,55.6390025,18.24728255,0.0220938821
2016-06-10,2212.8151105,55.138444,18.12406815,0.0218397524
2016-06-11,2225.1365505,53.829291,18.559169,0.02209773255
2016-06-12,2277.92622,53.598264,18.90185905,0.0219090604999999
2016-06-13,2566.5174475,60.606083,19.6603977,0.02155866955
2016-06-14,2695.5845315,67.613902,20.0454427,0.0223865163
2016-06-15,2638.097313,72.542478,19.8375184,0.028108285
2016-06-16,2659.7753465,70.463235,19.91067695,0.02541297
2016-06-17,2931.0010445000003,79.35777449999999,21.14282095,0.02536291415
2016-06-18,2864.349755,59.6434705,20.9541489,0.02560164205
2016-06-19,2902.3536965,43.741112,21.0619615,0.0250548781499999
2016-06-20,2930.346468,47.5530575,21.1158678,0.0278695570999999
2016-06-21,2826.1147865000003,45.1657785,20.08779765,0.0249894205
2016-06-22,2569.713321,48.9392195,18.2434321,0.0223480118
2016-06-23,2273.921752,50.594913,14.5315983,0.0261830599999999
2016-06-24,2390.513378,52.289111,14.5624019,0.02423858275
2016-06-25,2529.3221005,54.522372,15.960115249999998,0.0256054924999999
2016-06-26,2554.850584,54.5608765,16.052526049999997,0.02494706555
2016-06-27,2408.1099345,52.828174,15.40565045,0.025027925
2016-06-28,2482.231097,54.060318,15.686733299999998,0.024257835
2016-06-29,2483.1167005,46.9369855,15.63667745,0.0279003606999999
2016-06-30,2450.965443,49.0162285,15.52886485,0.0267875806499999
2016-07-01,2579.878509,47.7840845,16.017872,0.02541297
2016-07-02,2597.3980565,47.360535,16.2720017,0.0261060509999999
2016-07-03,2687.845127,46.6289495,17.561902449999998,0.0254514745
2016-07-04,2547.611738,45.204283,16.49917825,0.0261407050499999
2016-07-05,2599.669822,43.664103,17.157605200000003,0.0252358492999999
2016-07-06,2555.4281515,40.3142115,16.8033638,0.0247660944
2016-07-07,2590.197715,40.1601935,17.0497926,0.025104934
2016-07-08,2445.9983625,38.6200135,15.66748105,0.0254514745
2016-07-09,2552.001251,43.3945715,16.094880999999997,0.0258211177
2016-07-10,2509.8388235,42.046914,15.867704450000002,0.02521659705
2016-07-11,2491.6646995,41.969905,15.7560414,0.024796898
2016-07-12,2490.1245195,40.275707,15.6713315,0.024026808
2016-07-13,2581.957752,40.3912205,16.0332738,0.0250125232
2016-07-14,2545.7250175,40.198698,15.929311649999995,0.025027925
2016-07-15,2530.7082625,44.4726975,15.9177603,0.0248662061
2016-07-16,2557.46889,45.743346,15.910059399999998,0.02514728895
2016-07-17,2543.9538105,44.6267155,15.8099477,0.02582496815
2016-07-18,2604.1748485000003,43.0095265,15.93701255,0.0259212294
2016-07-19,2581.264671,42.4704635,15.9023585,0.025027925
2016-07-20,2584.036995,44.7807335,15.9331621,0.02480844935
2016-07-21,2558.23898,48.284643,15.80609725,0.02464288
2016-07-22,2559.086079,48.746697,15.860003549999998,0.0249971214
2016-07-23,2507.0664995,57.063669,15.47495855,0.0240345089
2016-07-24,2522.660822,55.44648,15.54426665,0.02464288
2016-07-25,2538.5631805,48.6311835,15.5866216,0.0242039287
2016-07-26,2518.1943,53.290228,15.521163949999998,0.02403835935
2016-07-27,2519.657471,46.513436,15.29783785,0.02231335775
2016-07-28,2520.273543,50.2483725,15.24393155,0.0229178783999999
2016-07-29,2518.6948585,49.4012735,15.22852975,0.0231335036
2016-07-30,2523.7004435,49.5552915,15.60587385,0.0238727899999999
2016-07-31,2521.043633,48.0921205,15.68288285,0.0238727899999999
2016-08-01,2394.4793415,45.512319,15.17462345,0.0231027
2016-08-02,2337.22315,42.508968,14.94359645,0.0221092839
2016-08-03,1976.9365435,31.93948275,13.48812635,0.02192831275
2016-08-04,2181.048898,40.121689,14.25821635,0.021639529
2016-08-05,2218.706299,42.739995,14.33522535,0.02355320265
2016-08-06,2212.699597,42.0854185,14.246665,0.022717655
2016-08-07,2258.0964025000003,42.0084095,14.46614065,0.024257835
2016-08-08,2275.0383825,42.277941,14.4853929,0.0238727899999999
2016-08-09,2268.839158,43.4715805,14.5392992,0.0231027
2016-08-10,2253.4758625,47.052499000000005,14.400683,0.0240653125
2016-08-11,2275.384923,47.052499000000005,14.45843975,0.024026808
2016-08-12,2263.448528,44.973256,14.4237857,0.0235108477
2016-08-13,2260.753213,45.3197965,14.30442175,0.0232952225
2016-08-14,2250.9345655,44.357184,14.2928704,0.023795781
2016-08-15,2191.137077,43.0095265,13.9463299,0.0228870747999999
2016-08-16,2183.0126275,43.0865355,13.76535875,0.0238727899999999
2016-08-17,2233.9925855,43.0095265,13.98098395,0.0236802675
2016-08-18,2203.766553,41.353833,13.86547045,0.023487745
2016-08-19,2207.8095255,41.353833,13.8462182,0.0227446081499999
2016-08-20,2212.314552,41.2383195,13.8462182,0.02335297925
2016-08-21,2243.3106745,43.510085,13.8924236,0.0238881918
2016-08-22,2235.802297,42.9325175,13.9001245,0.023256718
2016-08-23,2262.0238615,42.7784995,14.0772452,0.0217627434
2016-08-24,2246.968602,42.431959,15.1861748,0.0221400875
2016-08-25,2231.951847,42.3934545,14.77417665,0.02367641705
2016-08-26,2225.406082,43.7796165,14.6086073,0.0238727899999999
2016-08-27,2230.8352165,43.510085,14.67406495,0.0227484586
2016-08-28,2196.1041575,43.0865355,14.3852812,0.022717655
2016-08-29,2213.931741,42.123923,14.3775803,0.02332217565
2016-08-30,2211.0439035,42.0854185,14.49694425,0.025027925
2016-08-31,2222.9417940000003,43.356067,14.62785955,0.0231027
2016-09-01,2209.696246,44.4726975,14.585504599999998,0.0231027
2016-09-02,2202.4188955,46.7829675,14.6933172,0.0229024766
2016-09-03,2215.1253805,46.513436,14.73567215,0.02319126035
2016-09-04,2305.8034780000003,45.3197965,15.02830635,0.0232182134999999
2016-09-05,2347.0417975,45.0117605,15.436454050000002,0.02289862615
2016-09-06,2332.448592,45.204283,15.26703425,0.0228177667
2016-09-07,2350.468698,44.896247,15.2015766,0.02296793425
2016-09-08,2361.1344445,44.3956885,15.2246793,0.02265219735
2016-09-09,2408.7260065,43.7026075,15.3016883,0.022871673
2016-09-10,2399.446422,44.819238,15.22852975,0.0232182134999999
2016-09-11,2404.683034,46.590445,15.24393155,0.02278311265
2016-09-12,2331.8710245,44.7807335,14.8242325,0.02242887125
2016-09-13,2340.996591,45.7818505,14.66636405,0.0227138045499999
2016-09-14,2343.4223745,45.8588595,14.6779154,0.02278311265
2016-09-15,2347.003293,46.0898865,14.79727935,0.0233260261
2016-09-16,2341.4971495,46.051382,14.6394109,0.035039095
2016-09-17,2340.226501,48.592679,14.7010181,0.02772324
2016-09-18,2337.531186,49.4012735,14.6394109,0.0272534851
2016-09-19,2351.469815,46.821472,14.74337305,0.02694929955
2016-09-20,2348.1969325,49.7863185,14.7164199,0.0267914311
