"date","open","high","low","value","volume","date_fmt","interval"
"2015-10-08","2.35493522","2.471603855","2.2528982949999996","2.3892042250000003","1131865.344488","2015-10-08","histoday"
"2015-10-09","2.3892042250000003","2.677987975","2.40191071","2.498557005","1381996.0056224999","2015-10-09","histoday"
"2015-10-10","2.498557005","2.54206709","2.4080714299999997","2.413847105","533058.916306","2015-10-10","histoday"
"2015-10-11","2.413847105","2.4962467349999997","2.40191071","2.44195539","326980.5605405","2015-10-11","histoday"
"2015-10-12","2.44195539","2.52435502","2.397675215","2.41577233","404747.8681635","2015-10-12","histoday"
"2015-10-13","2.41577233","2.4696786299999998","2.2952532449999996","2.322976485","1041967.9257255","2015-10-13","histoday"
"2015-10-14","2.322976485","2.39806026","1.835509515","1.96835004","3342820.8031515","2015-10-14","histoday"
"2015-10-15","1.96835004","2.225945145","1.977976165","2.15240155","1445835.2344785","2015-10-15","histoday"
"2015-10-16","2.15240155","2.277541175","2.01301526","2.0476693100000003","901909.693696","2015-10-16","histoday"
"2015-10-17","2.0476693100000003","2.20476767","2.01378535","2.10696624","1076844.955285","2015-10-17","histoday"
"2015-10-18","2.10696624","2.07770282","1.95756878","1.991837785","491911.1208855","2015-10-18","histoday"
"2015-10-19","1.991837785","2.0234114749999996","1.84667582","1.883255095","886326.460492","2015-10-19","histoday"
"2015-10-20","1.883255095","1.9837518399999998","1.65030287","1.67725602","1263003.4700295","2015-10-20","histoday"
"2015-10-21","1.67725602","1.8913410400000001","1.60024702","1.696123225","2103036.6632525","2015-10-21","histoday"
"2015-10-22","1.696123225","2.47891971","1.63798143","2.262139375","3671189.1813855","2015-10-22","histoday"
"2015-10-23","2.262139375","2.4554319650000003","1.928690405","2.00146391","3099566.429645","2015-10-23","histoday"
"2015-10-24","2.00146391","2.26637487","2.01917598","2.209773255","985548.8990645","2015-10-24","histoday"
"2015-10-25","2.209773255","2.637943295","2.16472299","2.507027995","2269252.234276","2015-10-25","histoday"
"2015-10-26","2.507027995","3.124640175","2.30564946","2.855878765","4199056.0739025","2015-10-26","histoday"
"2015-10-27","2.855878765","3.522776705","2.7696286850000003","3.34681114","6314357.344512999","2015-10-27","histoday"
"2015-10-28","3.34681114","4.26244815","3.0961468450000003","3.8812536","7833200.845928","2015-10-28","histoday"
"2015-10-29","3.8812536","4.7514553","3.7049029900000003","4.4819238","7166744.244507","2015-10-29","histoday"
"2015-10-30","4.4819238","5.17115435","3.605946425","4.000617549999999","7675751.2093745","2015-10-30","histoday"
"2015-10-31","4.000617549999999","3.8966553999999998","3.3664484349999997","3.438066805","1864632.3550705","2015-10-31","histoday"
"2015-11-01","3.438066805","4.1276824","3.45308356","4.0429725","1886518.9289425001","2015-11-01","histoday"
"2015-11-02","4.0429725","4.6436427","3.610566965","3.7114487549999997","3728982.5876694997","2015-11-02","histoday"
"2015-11-03","3.7114487549999997","4.46267155","3.39840717","3.83350802","6985025.260108","2015-11-03","histoday"
"2015-11-04","3.83350802","3.9428608","2.210543345","3.341805555","11863262.325024001","2015-11-04","histoday"
"2015-11-05","3.341805555","3.791538115","3.03569478","3.4261304100000003","4432610.085733","2015-11-05","histoday"
"2015-11-06","3.4261304100000003","3.794618475","3.18663242","3.53009256","3321065.49112","2015-11-06","histoday"
"2015-11-07","3.53009256","3.7041329","3.26672178","3.528937425","3260385.864525","2015-11-07","histoday"
"2015-11-08","3.528937425","3.9544121499999996","3.3822352799999997","3.9236085499999995","3680898.1680695","2015-11-08","histoday"
"2015-11-09","3.9236085499999995","4.4434192999999995","3.5620512950000003","3.8543004499999993","7236083.995205999","2015-11-09","histoday"
"2015-11-10","3.8543004499999993","3.68950119","3.322553305","3.55473544","3056241.8208215","2015-11-10","histoday"
"2015-11-11","3.55473544","3.3052262800000003","2.66220113","3.0025809100000003","4359255.316801","2015-11-11","histoday"
"2015-11-12","3.0025809100000003","3.57090733","3.037620005","3.4361415799999997","2973841.536245","2015-11-12","histoday"
"2015-11-13","3.4361415799999997","3.5189262550000002","3.25517043","3.43537149","1398601.5718059998","2015-11-13","histoday"
"2015-11-14","3.43537149","3.52470193","3.341805555","3.4095734749999997","715988.9827434999","2015-11-14","histoday"
"2015-11-15","3.4095734749999997","3.51777112","3.2463143949999997","3.46771527","852110.360675","2015-11-15","histoday"
"2015-11-16","3.46771527","3.743022445","3.40995852","3.609796875","1817927.205165","2015-11-16","histoday"
"2015-11-17","3.609796875","3.9852157499999996","3.45616392","3.8315827949999997","4019082.999047","2015-11-17","histoday"
"2015-11-18","3.8315827949999997","3.9428608","3.66177795","3.828502435","2253745.7790449997","2015-11-18","histoday"
"2015-11-19","3.828502435","3.791538115","3.5562756199999996","3.65869759","1130575.2127110001","2015-11-19","histoday"
"2015-11-20","3.65869759","3.66254804","3.453468605","3.5809185","2253616.942988","2015-11-20","histoday"
"2015-11-21","3.5809185","3.800779195","3.5605111149999997","3.7395570399999998","1645114.1190934998","2015-11-21","histoday"
"2015-11-22","3.7395570399999998","3.8019343300000004","3.66254804","3.70259272","1315634.6550075","2015-11-22","histoday"
"2015-11-23","3.70259272","3.74571776","3.51623094","3.629049125","1567811.522281","2015-11-23","histoday"
"2015-11-24","3.629049125","3.63559489","3.4553938299999998","3.50313941","1521337.7459159999","2015-11-24","histoday"
"2015-11-25","3.50313941","3.6232734499999997","3.27904322","3.32293835","2575401.667794","2015-11-25","histoday"
"2015-11-26","3.32293835","3.652921915","3.099997295","3.39840717","3456395.9096125","2015-11-26","histoday"
"2015-11-27","3.39840717","3.489662835","3.270957275","3.341805555","1449691.3061355","2015-11-27","histoday"
"2015-11-28","3.341805555","3.612877235","3.303301055","3.52239166","1711714.698167","2015-11-28","histoday"
"2015-11-29","3.52239166","3.68257038","3.322553305","3.34681114","1616912.0756360001","2015-11-29","histoday"
"2015-11-30","3.34681114","3.545109315","3.227832235","3.36914375","2890986.9755774997","2015-11-30","histoday"
"2015-12-01","3.36914375","3.45616392","2.995265055","3.357207355","2325555.1698694997","2015-12-01","histoday"
"2015-12-02","3.357207355","3.4553938299999998","3.017597665","3.17816143","1804225.763885","2015-12-02","histoday"
"2015-12-03","3.17816143","3.2035744","2.95637551","3.16738017","1949473.6324244998","2015-12-03","histoday"
"2015-12-04","3.16738017","3.3198579899999996","3.0680385599999997","3.23899854","887229.776062","2015-12-04","histoday"
"2015-12-05","3.23899854","3.4958235550000003","3.24592935","3.280198355","811165.0219154999","2015-12-05","histoday"
"2015-12-06","3.280198355","3.39147636","3.15813909","3.220131335","1623413.2139205","2015-12-06","histoday"
"2015-12-07","3.220131335","3.320243035","2.9860239749999997","3.0638030649999997","1842421.1882635","2015-12-07","histoday"
"2015-12-08","3.0638030649999997","3.274807725","3.08190018","3.189327735","1594883.7666995","2015-12-08","histoday"
"2015-12-09","3.189327735","3.24515926","2.909014975","3.04031532","2297845.9455075","2015-12-09","histoday"
"2015-12-10","3.04031532","3.34527096","3.0125920799999997","3.24438917","1332878.625801","2015-12-10","histoday"
"2015-12-11","3.24438917","3.702977765","3.228602325","3.491973105","2484749.368309","2015-12-11","histoday"
"2015-12-12","3.491973105","4.000617549999999","3.23899854","3.738401905","4191541.4971780004","2015-12-12","histoday"
"2015-12-13","3.738401905","3.844674325","3.54318409","3.67871993","895148.8040545001","2015-12-13","histoday"
"2015-12-14","3.67871993","3.9351599","3.698357225","3.80732496","1863895.0709045","2015-12-14","histoday"
"2015-12-15","3.80732496","4.0506734","3.830042615","3.9005058499999996","2018378.3592824999","2015-12-15","histoday"
"2015-12-16","3.9005058499999996","3.8851040499999994","3.746102805","3.810790365","1122806.7758179998","2015-12-16","histoday"
"2015-12-17","3.810790365","3.85045","3.478111485","3.6044062450000003","2108797.3600020004","2015-12-17","histoday"
"2015-12-18","3.6044062450000003","3.684495605","3.4758012149999997","3.52239166","1084042.7169835","2015-12-18","histoday"
"2015-12-19","3.52239166","3.526627155","3.368758705","3.466560135","1197075.025508","2015-12-19","histoday"
"2015-12-20","3.466560135","3.6964319999999997","3.317162675","3.47695635","1703945.5296885","2015-12-20","histoday"
"2015-12-21","3.47695635","3.582073635","3.34450087","3.43383131","1836566.4250204999","2015-12-21","histoday"
"2015-12-22","3.43383131","3.505064635","3.294830065","3.338725195","1452275.8051844998","2015-12-22","histoday"
"2015-12-23","3.338725195","3.4122687899999997","3.264026465","3.27596286","1211809.1189735","2015-12-23","histoday"
"2015-12-24","3.27596286","3.394171675","3.24592935","3.29136466","1189905.33359","2015-12-24","histoday"
"2015-12-25","3.29136466","3.36914375","3.295600155","3.334104655","514939.314678","2015-12-25","histoday"
"2015-12-26","3.334104655","3.35220177","3.0468610849999997","3.277117995","1239328.092601","2015-12-26","histoday"
"2015-12-27","3.277117995","3.36837366","3.260946105","3.277117995","238449.82050099998","2015-12-27","histoday"
"2015-12-28","3.277117995","3.3240934849999997","3.189327735","3.24130881","509850.9064984999","2015-12-28","histoday"
"2015-12-29","3.24130881","3.362597985","3.2628713300000003","3.34450087","741148.631638","2015-12-29","histoday"
"2015-12-30","3.34450087","3.63328462","3.279428265","3.4800367100000003","2124586.3997585","2015-12-30","histoday"
"2015-12-31","3.4800367100000003","3.8273473","3.47002554","3.57937832","2424026.92471","2015-12-31","histoday"
"2016-01-01","3.57937832","3.6814152449999997","3.5728325549999997","3.5959352549999997","667165.7387974999","2016-01-01","histoday"
"2016-01-02","3.5959352549999997","3.71568425","3.58399886","3.5870792199999997","928440.988394","2016-01-02","histoday"
"2016-01-03","3.5870792199999997","3.817721175","3.557430755","3.733011275","1473263.2219725","2016-01-03","histoday"
"2016-01-04","3.733011275","3.7707456849999996","3.52393184","3.66408822","1141637.4015429998","2016-01-04","histoday"
"2016-01-05","3.66408822","3.72261506","3.5994006599999997","3.65946768","757864.1666735","2016-01-05","histoday"
"2016-01-06","3.65946768","3.74571776","3.5963203","3.677564795","1133312.8826610001","2016-01-06","histoday"
"2016-01-07","3.677564795","3.9890662","3.62173327","3.655232185","2233771.646679","2016-01-07","histoday"
"2016-01-08","3.655232185","3.834663155","3.558970935","3.7942334300000002","1920072.789864","2016-01-08","histoday"
"2016-01-09","3.7942334300000002","3.84428928","3.73031596","3.792308205","778955.27608","2016-01-09","histoday"
"2016-01-10","3.792308205","3.8966553999999998","3.7538037049999997","3.827732345","1374184.559203","2016-01-10","histoday"
"2016-01-11","3.827732345","4.1199815","3.825422075","4.023720249999999","3425839.4314935002","2016-01-11","histoday"
"2016-01-12","4.023720249999999","4.9824823","4.000617549999999","4.43186795","10538984.641910499","2016-01-12","histoday"
"2016-01-13","4.43186795","4.489624699999999","4.13153285","4.35485895","3579376.7413155","2016-01-13","histoday"
"2016-01-14","4.35485895","4.4973256","4.204691400000001","4.47807335","2654236.628193","2016-01-14","histoday"
"2016-01-15","4.47807335","4.928576","3.8658517999999997","4.68599765","14655894.67645","2016-01-15","histoday"
"2016-01-16","4.68599765","5.2905183000000005","4.608988650000001","4.68599765","8563866.70445","2016-01-16","histoday"
"2016-01-17","4.68599765","5.0440895","4.57818505","5.03253815","4262088.9415195","2016-01-17","histoday"
"2016-01-18","5.03253815","5.92584255","4.978631849999999","5.37907865","15387045.152609","2016-01-18","histoday"
"2016-01-19","5.37907865","5.57160115","4.5358301","5.25586425","9153178.115454499","2016-01-19","histoday"
"2016-01-20","5.25586425","6.31858845","5.6062552","5.87963715","9976750.5579185","2016-01-20","histoday"
"2016-01-21","5.87963715","6.00285155","5.40218135","5.9835993","5892012.0727504995","2016-01-21","histoday"
"2016-01-22","5.9835993","5.8064786","5.467638999999999","5.7294696","5487760.296565","2016-01-22","histoday"
"2016-01-23","5.7294696","7.9011234","5.81802995","7.754806299999999","28109636.353932","2016-01-23","histoday"
"2016-01-24","7.754806299999999","8.975398949999999","7.5314802","8.1552531","34104949.1463815","2016-01-24","histoday"
"2016-01-25","8.1552531","10.3577105","7.777909","9.510611500000001","39447475.744063005","2016-01-25","histoday"
"2016-01-26","9.510611500000001","10.96993205","7.3620604","8.36702785","44513353.9009915","2016-01-26","histoday"
"2016-01-27","8.36702785","10.12283305","7.955029699999999","9.268033149999999","26513234.701337997","2016-01-27","histoday"
"2016-01-28","9.268033149999999","10.26144925","8.59805485","9.695433099999999","18749287.741074","2016-01-28","histoday"
"2016-01-29","9.695433099999999","10.365411400000001","8.717418799999999","9.57606915","24200920.882478","2016-01-29","histoday"
"2016-01-30","9.57606915","10.034272699999999","9.194874599999999","9.3488926","13879698.6713445","2016-01-30","histoday"
"2016-01-31","9.3488926","9.5337142","8.19760805","9.02930525","21452465.359973997","2016-01-31","histoday"
"2016-02-01","9.02930525","9.1255665","8.0628423","8.54414855","14119342.7474175","2016-02-01","histoday"
"2016-02-02","8.54414855","9.42205115","8.239963","9.275734049999999","13127891.570557","2016-02-02","histoday"
"2016-02-03","9.275734049999999","9.733937599999999","8.856034999999999","9.660779049999999","14706239.348704498","2016-02-03","histoday"
"2016-02-04","9.660779049999999","10.3885141","9.65307815","9.9264601","13009162.944807","2016-02-04","histoday"
"2016-02-05","9.9264601","10.0650763","9.30653765","9.7570403","9703809.907993","2016-02-05","histoday"
"2016-02-06","9.7570403","9.8494511","9.45285475","9.741638499999999","7212580.1168205","2016-02-06","histoday"
"2016-02-07","9.741638499999999","11.9209932","9.7570403","11.37807975","25199709.0918135","2016-02-07","histoday"
"2016-02-08","11.37807975","12.51781295","10.90832485","12.31758955","34591891.5310735","2016-02-08","histoday"
"2016-02-09","12.31758955","14.443037949999999","12.17127245","14.319823549999999","56957028.091935","2016-02-09","histoday"
"2016-02-10","14.319823549999999","19.0289239","14.08109565","17.14605385","110718730.294869","2016-02-10","histoday"
"2016-02-11","17.14605385","24.7660944","16.5261314","23.0410928","102392422.10875401","2016-02-11","histoday"
"2016-02-12","23.0410928","25.936631199999997","19.4447725","21.18902635","74393661.079761","2016-02-12","histoday"
"2016-02-13","21.18902635","22.7407577","15.860003549999998","20.12630215","85762657.8107335","2016-02-13","histoday"
"2016-02-14","20.12630215","21.685734399999998","17.173007","19.7374067","41854527.4593895","2016-02-14","histoday"
"2016-02-15","19.7374067","22.502029800000003","19.086680649999998","20.2918715","49451055.505996004","2016-02-15","histoday"
"2016-02-16","20.2918715","21.377698399999996","15.1014649","16.69940165","54499390.281139","2016-02-16","histoday"
"2016-02-17","16.69940165","19.113633800000002","13.2378471","14.246665","52819120.1673835","2016-02-17","histoday"
"2016-02-18","14.246665","19.2753527","13.1300345","16.664747600000002","61397426.1363425","2016-02-18","histoday"
"2016-02-19","16.664747600000002","18.4667582","16.25274945","17.26926825","25929527.6973175","2016-02-19","histoday"
"2016-02-20","17.26926825","19.2830536","15.92161075","16.52998185","31645638.969637","2016-02-20","histoday"
"2016-02-21","16.52998185","18.1587222","16.2180954","18.0586105","23373690.743541002","2016-02-21","histoday"
"2016-02-22","18.0586105","21.8474533","17.8352844","21.728089349999998","53519926.9412905","2016-02-22","histoday"
"2016-02-23","21.728089349999998","22.3942172","20.2764697","21.56637045","48212376.4067425","2016-02-23","histoday"
"2016-02-24","21.56637045","24.073013399999997","21.0619615","23.6494639","41025411.909105495","2016-02-24","histoday"
"2016-02-25","23.6494639","25.6979033","19.4524734","22.84471985","74643840.449088","2016-02-25","histoday"
"2016-02-26","22.84471985","24.28478815","21.96681725","22.852420749999997","34030461.190014504","2016-02-26","histoday"
"2016-02-27","22.852420749999997","25.17809255","22.667599149999997","24.44650705","31880901.3491235","2016-02-27","histoday"
"2016-02-28","24.44650705","25.90967805","24.34639535","24.79304755","35508561.000736505","2016-02-28","histoday"
"2016-02-29","24.79304755","25.497679899999998","23.1951108","24.253984550000002","26721305.818996496","2016-02-29","histoday"
"2016-03-01","24.253984550000002","30.76894595","23.915144950000002","29.3635317","82780487.5201115","2016-03-01","histoday"
"2016-03-02","29.3635317","33.6067276","27.44985805","32.37843405","106889766.8454905","2016-03-02","histoday"
"2016-03-03","32.37843405","38.543004499999995","31.5813909","36.509966899999995","144244362.2967705","2016-03-03","histoday"
"2016-03-04","36.509966899999995","39.313094500000005","31.327261199999995","38.6970225","126345247.9860035","2016-03-04","histoday"
"2016-03-05","38.6970225","47.553057499999994","36.07486605","42.6244815","192927086.8423445","2016-03-05","histoday"
"2016-03-06","42.6244815","46.8599765","35.89004445","42.778499499999995","147272452.476525","2016-03-06","histoday"
"2016-03-07","42.778499499999995","46.0898865","35.52810215","36.3405471","111694182.967493","2016-03-07","histoday"
"2016-03-08","36.3405471","39.274589999999996","33.575924","37.44562625","90440954.599238","2016-03-08","histoday"
"2016-03-09","37.44562625","46.667454","36.918114599999996","45.820355","97720009.385417","2016-03-09","histoday"
"2016-03-10","45.820355","47.668571","41.815887","43.048030999999995","91834013.48677349","2016-03-10","histoday"
"2016-03-11","43.048030999999995","44.5497065","39.582626","43.1635445","75182995.628861","2016-03-11","histoday"
"2016-03-12","43.1635445","52.7126605","41.430842","51.48051649999999","173337771.8377405","2016-03-12","histoday"
"2016-03-13","51.48051649999999","59.0273985","51.2494895","57.602732","143240643.663219","2016-03-13","histoday"
"2016-03-14","57.602732","59.29693","43.279058","48.207634","193161532.772413","2016-03-14","histoday"
"2016-03-15","48.207634","50.864444500000005","45.2427875","49.6323005","108029152.9659275","2016-03-15","histoday"
"2016-03-16","49.6323005","53.0977055","48.6311835","49.439778","80895547.73772301","2016-03-16","histoday"
"2016-03-17","49.439778","49.824822999999995","39.62113049999999","42.277941","142836925.982953","2016-03-17","histoday"
"2016-03-18","42.277941","42.200932","32.10890255","41.276824000000005","192197487.82800397","2016-03-18","histoday"
"2016-03-19","41.276824000000005","43.240553500000004","37.53033615","40.198698","94741586.660771","2016-03-19","histoday"
"2016-03-20","40.198698","42.085418499999996","36.47531285","39.005058500000004","61164542.333839","2016-03-20","histoday"
"2016-03-21","39.005058500000004","46.2439045","38.7740315","45.781850500000004","101131781.5828805","2016-03-21","histoday"
"2016-03-22","45.781850500000004","46.3979225","42.585977","43.3175625","65891432.10937951","2016-03-22","histoday"
"2016-03-23","43.3175625","47.745580000000004","43.048030999999995","47.668571","63453145.1971125","2016-03-23","histoday"
"2016-03-24","47.668571","47.861093499999996","41.276824000000005","42.817004","80465230.10923551","2016-03-24","histoday"
"2016-03-25","42.817004","43.972139","40.1601935","40.9302835","46922973.558432005","2016-03-25","histoday"
"2016-03-26","40.9302835","43.202049","40.6222475","42.470463499999994","33132041.698216498","2016-03-26","histoday"
"2016-03-27","42.470463499999994","43.5485895","38.4505937","39.8521575","59016384.749828994","2016-03-27","histoday"
"2016-03-28","39.8521575","45.743346","39.505617","44.896247","79786499.389845","2016-03-28","histoday"
"2016-03-29","44.896247","46.051382000000004","42.470463499999994","45.204283","60970999.849634","2016-03-29","histoday"
"2016-03-30","45.204283","46.7059585","43.7026075","45.43531","59205501.141759","2016-03-30","histoday"
"2016-03-31","45.43531","46.436427","43.0095265","43.664103","42344578.889933996","2016-03-31","histoday"
"2016-04-01","43.664103","45.6278325","43.6255985","44.742228999999995","43710093.005827","2016-04-01","histoday"
"2016-04-02","44.742228999999995","45.050264999999996","43.5485895","44.3956885","30917551.7189755","2016-04-02","histoday"
"2016-04-03","44.3956885","45.011760499999994","43.9336345","44.3956885","18781225.799157497","2016-04-03","histoday"
"2016-04-04","44.3956885","44.626715499999996","42.3164455","42.817004","29893487.1921105","2016-04-04","histoday"
"2016-04-05","42.817004","43.356066999999996","38.6970225","39.8521575","63994538.527957","2016-04-05","histoday"
"2016-04-06","39.8521575","41.969905","39.197581","41.276824000000005","50622695.151885","2016-04-06","histoday"
"2016-04-07","41.276824000000005","41.58486","37.9346334","38.6200135","39866745.699915","2016-04-07","histoday"
"2016-04-08","38.6200135","39.505617","36.3328462","37.426374","46877210.498128","2016-04-08","histoday"
"2016-04-09","37.426374","38.966553999999995","34.33446265","35.2855238","53585663.171348","2016-04-09","histoday"
"2016-04-10","35.2547202","35.42028955","28.3085084","33.89551135","6192140.519099","2016-04-10","histoday"
"2016-04-11","33.88396","34.596293249999995","30.638030649999997","33.329495200000004","52338864.127621","2016-04-11","histoday"
"2016-04-12","33.329495200000004","33.575924","27.3921013","28.913029050000002","78503145.29044849","2016-04-12","histoday"
"2016-04-13","28.913029050000002","33.55667175","26.918495949999997","30.8190018","106869505.43105","2016-04-13","histoday"
"2016-04-14","30.8190018","34.04182845","30.6957874","32.3283782","45606446.33061","2016-04-14","histoday"
"2016-04-15","32.3283782","34.24975275","30.91526305","31.70845575","42023712.5359575","2016-04-15","histoday"
"2016-04-16","31.70845575","33.3679997","30.980720699999996","33.017608749999994","33471312.279085003","2016-04-16","histoday"
"2016-04-17","33.017608749999994","37.372467699999994","32.4823962","36.1095201","82128786.6901895","2016-04-17","histoday"
"2016-04-18","36.1095201","36.6408822","32.574807","34.31906085","74363890.09344201","2016-04-18","histoday"
"2016-04-19","34.31906085","36.425257","33.0753655","33.34104655","41512013.9140175","2016-04-19","histoday"
"2016-04-20","33.34104655","34.550087850000004","31.681502599999998","32.9213475","52914771.2750765","2016-04-20","histoday"
"2016-04-21","32.9213475","34.3768176","30.48401265","31.03847745","43642210.804471","2016-04-21","histoday"
"2016-04-22","31.03847745","32.0434449","29.33657855","30.02195865","46223420.3755315","2016-04-22","histoday"
"2016-04-23","30.02195865","33.4296069","29.8409875","32.1820611","51600131.6148535","2016-04-23","histoday"
"2016-04-24","32.1820611","33.0522628","30.460909949999998","30.6187784","36137614.7159025","2016-04-24","histoday"
"2016-04-25","30.6187784","31.519783699999998","27.646230999999997","28.5010309","59763109.872688495","2016-04-25","histoday"
"2016-04-26","28.5010309","29.4251389","27.1302707","28.42017145","63531630.498146996","2016-04-26","histoday"
"2016-04-27","28.42017145","30.3800505","26.95315","29.794782100000003","69536770.7171225","2016-04-27","histoday"
"2016-04-28","29.794782100000003","31.342663","27.7848472","27.888809350000002","38048729.8958955","2016-04-28","histoday"
"2016-04-29","27.888809350000002","30.62262885","27.76559495","28.801366","30653862.7377875","2016-04-29","histoday"
"2016-04-30","28.936131749999998","36.548471400000004","28.724356999999998","34.007174400000004","5358340.896389999","2016-04-30","histoday"
"2016-05-01","34.41917255","35.01984275","32.47469529999999","33.957118550000004","59177230.213750996","2016-05-01","histoday"
"2016-05-02","33.957118550000004","40.275707000000004","33.24863575","39.0820675","142570485.70122197","2016-05-02","histoday"
"2016-05-03","39.0820675","39.813653","35.647466099999995","35.69752195","69683605.3176025","2016-05-03","histoday"
"2016-05-04","35.69752195","38.581509","35.05064635","36.0633147","62247291.877189994","2016-05-04","histoday"
"2016-05-05","36.0633147","39.005058500000004","35.60896159999999","37.869175750000004","62335608.416696005","2016-05-05","histoday"
"2016-05-06","37.869175750000004","39.505617","34.4692284","35.56660665","71309384.325012","2016-05-06","histoday"
"2016-05-07","35.56660665","36.75254525","35.18156165","35.9246985","37001025.646769","2016-05-07","histoday"
"2016-05-08","35.9246985","37.287757799999994","34.130388800000006","36.5638732","52961627.9401895","2016-05-08","histoday"
"2016-05-09","36.5638732","37.6728028","35.0159923","35.93624985","42530671.523479","2016-05-09","histoday"
"2016-05-10","35.93624985","36.4406588","34.58859235","35.851539949999996","31285437.8816315","2016-05-10","histoday"
"2016-05-11","35.851539949999996","38.658517999999994","36.06716515","38.4197901","51718409.5839355","2016-05-11","histoday"
"2016-05-12","38.4197901","40.891779","38.02319375","39.005058500000004","78846756.71462901","2016-05-12","histoday"
"2016-05-13","39.005058500000004","42.894013","38.543004499999995","40.3912205","97200396.58705151","2016-05-13","histoday"
"2016-05-14","40.3912205","41.0843015","37.4186731","39.351599","61710628.862674996","2016-05-14","histoday"
"2016-05-15","39.351599","40.506733999999994","37.9962406","38.40053785","30552992.5761465","2016-05-15","histoday"
"2016-05-16","38.40053785","44.896247","38.0578478","42.778499499999995","94511283.9689205","2016-05-16","histoday"
"2016-05-17","42.508967999999996","48.51567","42.470463499999994","47.206517","10597927.369015","2016-05-17","histoday"
"2016-05-18","47.206517","55.2539575","46.6289495","51.1724805","12844868.209270502","2016-05-18","histoday"
"2016-05-19","51.210985","56.7941375","49.6323005","56.755633","180739259.3825695","2016-05-19","histoday"
"2016-05-20","56.755633","58.064786","51.133976","52.8666785","161642442.19191748","2016-05-20","histoday"
"2016-05-21","52.8666785","54.368354","50.440895","53.9448045","81342306.01762049","2016-05-21","histoday"
"2016-05-22","53.9448045","55.523489","52.520138","54.9459215","57887800.758830994","2016-05-22","histoday"
"2016-05-23","54.9459215","56.4861015","51.519021","51.788552499999994","64206100.771621495","2016-05-23","histoday"
"2016-05-24","51.788552499999994","53.1747145","45.820355","48.592679","11140136.57171","2016-05-24","histoday"
"2016-05-25","48.6311835","50.1713635","45.088769500000005","48.207634","83470787.18605849","2016-05-25","histoday"
"2016-05-26","48.207634","50.6334175","46.282408999999994","48.246138499999994","63940049.50085399","2016-05-26","histoday"
"2016-05-27","48.246138499999994","50.402390499999996","40.0831845","43.048030999999995","179480341.548026","2016-05-27","histoday"
"2016-05-28","43.048030999999995","50.594913","41.7003735","45.1657785","149348800.862233","2016-05-28","histoday"
"2016-05-29","45.1657785","48.053616","43.5485895","47.0910035","86717658.394633","2016-05-29","histoday"
"2016-05-30","47.0910035","49.555291499999996","46.436427","48.746697","45105303.8328585","2016-05-30","histoday"
"2016-05-31","48.746697","56.293578999999994","47.591561999999996","53.675273","129722611.09909602","2016-05-31","histoday"
"2016-06-01","53.675273","56.4861015","51.59603","53.2517235","62519891.954813","2016-06-01","histoday"
"2016-06-02","53.2517235","54.599381","52.0195795","52.905183","29793200.874203","2016-06-02","histoday"
"2016-06-03","52.905183","56.5631105","50.20986799999999","53.213219","71649302.513066","2016-06-03","histoday"
