"date","open","high","low","value","volume","date_fmt","interval"
"2015-09-18","11.174005900000001","11.643760799999999","11.11624915","11.2741176","2238813.5029180003","2015-09-18","histoday"
"2015-09-19","11.2741176","11.3665284","10.8967735","11.008436549999999","1358116.7083619998","2015-09-19","histoday"
"2015-09-20","11.008436549999999","11.058492399999999","10.7581573","10.92372665","908270.252051","2015-09-20","histoday"
"2015-09-21","10.92372665","10.93912845","10.6118402","10.7119519","1339350.0386114998","2015-09-21","histoday"
"2015-09-22","10.7119519","11.181706799999999","10.642643799999998","10.86211945","2020637.3412885","2015-09-22","histoday"
"2015-09-23","10.86211945","11.166305","10.86211945","10.96993205","847352.5906369999","2015-09-23","histoday"
"2015-09-24","10.96993205","11.297220300000001","10.889072599999999","11.1586041","1639949.6260219999","2015-09-24","histoday"
"2015-09-25","11.1586041","11.33187435","10.92372665","11.0507915","1069555.6298855","2015-09-25","histoday"
"2015-09-26","11.0507915","11.11624915","10.82361495","11.046941050000001","638156.2944795","2015-09-26","histoday"
"2015-09-27","11.046941050000001","11.11624915","10.9506798","11.01613745","478752.015488","2015-09-27","histoday"
"2015-09-28","11.01613745","11.67071395","10.9429789","11.651461699999999","3355905.4793505","2015-09-28","histoday"
"2015-09-29","11.651461699999999","12.1520202","11.397332","11.5051446","3848916.0962335","2015-09-29","histoday"
"2015-09-30","11.5051446","11.79392835","11.2356131","11.49359325","1855328.243204","2015-09-30","histoday"
"2015-10-01","11.49359325","11.6360599","11.2587158","11.478191449999999","1806664.25387","2015-10-01","histoday"
"2015-10-02","11.478191449999999","11.56290135","11.320323","11.397332","1007875.001804","2015-10-02","histoday"
"2015-10-03","11.397332","11.705368","11.3742293","11.58600405","1029370.5239739999","2015-10-03","histoday"
"2015-10-04","11.58600405","11.74002205","11.41658425","11.4820419","625212.6987685","2015-10-04","histoday"
"2015-10-05","11.4820419","11.61680765","11.308771649999999","11.5205464","1571954.529472","2015-10-05","histoday"
"2015-10-06","11.5205464","12.0288058","11.46278965","11.9748995","2699109.387448","2015-10-06","histoday"
"2015-10-07","11.9748995","12.086562549999998","11.5898545","11.66301305","2655242.7892825","2015-10-07","histoday"
"2015-10-08","11.66301305","11.82473195","11.570602249999999","11.693816649999999","1204792.944497","2015-10-08","histoday"
"2015-10-09","11.693816649999999","11.94794635","11.67071395","11.90174095","974299.308831","2015-10-09","histoday"
"2015-10-10","11.90174095","12.0288058","11.75542385","11.90944185","1080430.5328295","2015-10-10","histoday"
"2015-10-11","11.90944185","12.0519085","11.7515734","12.040357149999998","1427831.415882","2015-10-11","histoday"
"2015-10-12","12.040357149999998","12.159721099999999","11.90944185","11.9826004","1468955.377017","2015-10-12","histoday"
"2015-10-13","11.9826004","12.21747785","11.8131806","12.0981139","2275610.2898385","2015-10-13","histoday"
